0 Branching ratio for SO2       Total        1 branches    
Lambda          Total           SO/O
3815.14         1.55E-22        0.00E+00
3815.63         1.78E-22        0.00E+00
3816.13         1.91E-22        0.00E+00
3816.63         1.72E-22        0.00E+00
3817.12         1.54E-22        0.00E+00
3817.62         1.56E-22        0.00E+00
3818.11         1.58E-22        0.00E+00
3818.61         1.76E-22        0.00E+00
3819.10         1.95E-22        0.00E+00
3819.60         1.88E-22        0.00E+00
3820.09         1.74E-22        0.00E+00
3820.59         1.84E-22        0.00E+00
3821.09         2.09E-22        0.00E+00
3821.58         2.30E-22        0.00E+00
3822.08         2.46E-22        0.00E+00
3822.57         2.61E-22        0.00E+00
3823.07         2.72E-22        0.00E+00
3823.56         2.83E-22        0.00E+00
3824.06         2.91E-22        0.00E+00
3824.56         3.00E-22        0.00E+00
3825.05         3.20E-22        0.00E+00
3825.55         3.41E-22        0.00E+00
3826.04         3.57E-22        0.00E+00
3826.54         3.73E-22        0.00E+00
3827.03         3.66E-22        0.00E+00
3827.53         3.50E-22        0.00E+00
3828.02         3.66E-22        0.00E+00
3828.52         4.02E-22        0.00E+00
3829.02         4.28E-22        0.00E+00
3829.51         4.41E-22        0.00E+00
3830.01         4.53E-22        0.00E+00
3830.50         4.60E-22        0.00E+00
3831.00         4.58E-22        0.00E+00
3831.49         4.13E-22        0.00E+00
3831.99         3.67E-22        0.00E+00
3832.48         3.18E-22        0.00E+00
3832.98         2.69E-22        0.00E+00
3833.48         2.56E-22        0.00E+00
3833.97         2.47E-22        0.00E+00
3834.47         2.39E-22        0.00E+00
3834.96         2.32E-22        0.00E+00
3835.46         2.23E-22        0.00E+00
3835.95         2.12E-22        0.00E+00
3836.45         1.99E-22        0.00E+00
3836.95         1.82E-22        0.00E+00
3837.44         1.68E-22        0.00E+00
3837.94         1.63E-22        0.00E+00
3838.43         1.58E-22        0.00E+00
3838.93         1.56E-22        0.00E+00
3839.42         1.54E-22        0.00E+00
3839.92         1.42E-22        0.00E+00
3840.41         1.29E-22        0.00E+00
3840.91         1.40E-22        0.00E+00
3841.41         1.55E-22        0.00E+00
3841.90         1.49E-22        0.00E+00
3842.40         1.35E-22        0.00E+00
3842.89         1.31E-22        0.00E+00
3843.39         1.38E-22        0.00E+00
3843.88         1.40E-22        0.00E+00
3844.38         1.37E-22        0.00E+00
3844.87         1.33E-22        0.00E+00
3845.37         1.26E-22        0.00E+00
3845.87         1.17E-22        0.00E+00
3846.36         1.05E-22        0.00E+00
3846.86         9.20E-23        0.00E+00
3847.35         1.31E-22        0.00E+00
3847.85         1.72E-22        0.00E+00
3848.34         1.73E-22        0.00E+00
3848.84         1.64E-22        0.00E+00
3849.34         1.55E-22        0.00E+00
3849.83         1.47E-22        0.00E+00
3850.33         1.45E-22        0.00E+00
3850.82         1.48E-22        0.00E+00
3851.32         1.49E-22        0.00E+00
3851.81         1.46E-22        0.00E+00
3852.31         1.46E-22        0.00E+00
3852.80         1.57E-22        0.00E+00
3853.30         1.68E-22        0.00E+00
3853.80         1.93E-22        0.00E+00
3854.29         2.19E-22        0.00E+00
3854.79         1.92E-22        0.00E+00
3855.28         1.60E-22        0.00E+00
3855.78         1.41E-22        0.00E+00
3856.27         1.27E-22        0.00E+00
3856.77         1.19E-22        0.00E+00
3857.27         1.15E-22        0.00E+00
3857.76         1.27E-22        0.00E+00
3858.26         1.58E-22        0.00E+00
3858.75         1.84E-22        0.00E+00
3859.25         2.00E-22        0.00E+00
3859.74         2.09E-22        0.00E+00
3860.24         1.87E-22        0.00E+00
3860.73         1.66E-22        0.00E+00
3861.23         1.36E-22        0.00E+00
3861.73         1.06E-22        0.00E+00
3862.22         1.23E-22        0.00E+00
3862.72         1.47E-22        0.00E+00
3863.21         1.45E-22        0.00E+00
3863.71         1.33E-22        0.00E+00
3864.20         1.46E-22        0.00E+00
3864.70         1.79E-22        0.00E+00
3865.19         1.91E-22        0.00E+00
3865.69         1.76E-22        0.00E+00
3866.19         1.64E-22        0.00E+00
3866.68         1.64E-22        0.00E+00
3867.18         1.61E-22        0.00E+00
3867.67         1.49E-22        0.00E+00
3868.17         1.36E-22        0.00E+00
3868.66         1.50E-22        0.00E+00
3869.16         1.65E-22        0.00E+00
3869.66         1.67E-22        0.00E+00
3870.15         1.67E-22        0.00E+00
3870.65         1.72E-22        0.00E+00
3871.14         1.79E-22        0.00E+00
3871.64         1.82E-22        0.00E+00
3872.13         1.81E-22        0.00E+00
3872.63         1.86E-22        0.00E+00
3873.12         2.00E-22        0.00E+00
3873.62         2.11E-22        0.00E+00
3874.12         2.12E-22        0.00E+00
3874.61         2.13E-22        0.00E+00
3875.11         2.17E-22        0.00E+00
3875.60         2.22E-22        0.00E+00
3876.10         2.25E-22        0.00E+00
3876.59         2.27E-22        0.00E+00
3877.09         2.43E-22        0.00E+00
3877.59         2.62E-22        0.00E+00
3878.08         2.59E-22        0.00E+00
3878.58         2.43E-22        0.00E+00
3879.07         2.53E-22        0.00E+00
3879.57         2.93E-22        0.00E+00
3880.06         3.21E-22        0.00E+00
3880.56         3.28E-22        0.00E+00
3881.05         3.34E-22        0.00E+00
3881.55         3.42E-22        0.00E+00
3882.05         3.51E-22        0.00E+00
3882.54         3.66E-22        0.00E+00
3883.04         3.81E-22        0.00E+00
3883.53         3.78E-22        0.00E+00
3884.03         3.72E-22        0.00E+00
3884.52         3.51E-22        0.00E+00
3885.02         3.25E-22        0.00E+00
3885.51         3.07E-22        0.00E+00
3886.01         2.96E-22        0.00E+00
3886.51         2.82E-22        0.00E+00
3887.00         2.67E-22        0.00E+00
3887.50         2.57E-22        0.00E+00
3887.99         2.64E-22        0.00E+00
3888.49         2.70E-22        0.00E+00
3888.98         2.75E-22        0.00E+00
3889.48         2.81E-22        0.00E+00
3889.98         2.82E-22        0.00E+00
3890.47         2.84E-22        0.00E+00
3890.97         2.55E-22        0.00E+00
3891.46         2.19E-22        0.00E+00
3891.96         2.05E-22        0.00E+00
3892.45         2.02E-22        0.00E+00
3892.95         1.93E-22        0.00E+00
3893.44         1.79E-22        0.00E+00
3893.94         1.62E-22        0.00E+00
3894.44         1.42E-22        0.00E+00
3894.93         1.26E-22        0.00E+00
3895.43         1.26E-22        0.00E+00
3895.92         1.26E-22        0.00E+00
3896.42         1.21E-22        0.00E+00
3896.91         1.16E-22        0.00E+00
3897.41         1.30E-22        0.00E+00
3897.90         1.46E-22        0.00E+00
3898.40         1.52E-22        0.00E+00
3898.90         1.56E-22        0.00E+00
3899.39         1.50E-22        0.00E+00
3899.89         1.38E-22        0.00E+00
3900.38         1.34E-22        0.00E+00
3900.88         1.37E-22        0.00E+00
3901.37         1.42E-22        0.00E+00
3901.87         1.52E-22        0.00E+00
3902.37         1.55E-22        0.00E+00
3902.86         1.27E-22        0.00E+00
3903.36         1.01E-22        0.00E+00
3903.85         1.42E-22        0.00E+00
3904.35         1.82E-22        0.00E+00
3904.84         1.83E-22        0.00E+00
3905.34         1.78E-22        0.00E+00
3905.83         1.68E-22        0.00E+00
3906.33         1.56E-22        0.00E+00
3906.83         1.47E-22        0.00E+00
3907.32         1.39E-22        0.00E+00
3907.82         1.40E-22        0.00E+00
3908.31         1.52E-22        0.00E+00
3908.81         1.56E-22        0.00E+00
3909.30         1.39E-22        0.00E+00
3909.80         1.27E-22        0.00E+00
3910.30         1.55E-22        0.00E+00
3910.79         1.83E-22        0.00E+00
3911.29         1.73E-22        0.00E+00
3911.78         1.62E-22        0.00E+00
3912.28         1.47E-22        0.00E+00
3912.77         1.32E-22        0.00E+00
3913.27         1.51E-22        0.00E+00
3913.76         1.88E-22        0.00E+00
3914.26         1.83E-22        0.00E+00
3914.76         1.41E-22        0.00E+00
3915.25         1.19E-22        0.00E+00
3915.75         1.33E-22        0.00E+00
3916.24         1.44E-22        0.00E+00
3916.74         1.48E-22        0.00E+00
3917.23         1.52E-22        0.00E+00
3917.73         1.56E-22        0.00E+00
3918.22         1.60E-22        0.00E+00
3918.72         1.53E-22        0.00E+00
3919.22         1.44E-22        0.00E+00
3919.71         1.58E-22        0.00E+00
3920.21         1.79E-22        0.00E+00
3920.70         1.96E-22        0.00E+00
3921.20         2.12E-22        0.00E+00
3921.69         2.20E-22        0.00E+00
3922.19         2.17E-22        0.00E+00
3922.69         2.17E-22        0.00E+00
3923.18         2.24E-22        0.00E+00
3923.68         2.26E-22        0.00E+00
3924.17         1.99E-22        0.00E+00
3924.67         1.71E-22        0.00E+00
3925.16         1.79E-22        0.00E+00
3925.66         1.87E-22        0.00E+00
3926.15         2.12E-22        0.00E+00
3926.65         2.41E-22        0.00E+00
3927.15         2.58E-22        0.00E+00
3927.64         2.69E-22        0.00E+00
3928.14         2.72E-22        0.00E+00
3928.63         2.70E-22        0.00E+00
3929.13         2.57E-22        0.00E+00
3929.62         2.28E-22        0.00E+00
3930.12         2.11E-22        0.00E+00
3930.62         2.32E-22        0.00E+00
3931.11         2.49E-22        0.00E+00
3931.61         2.20E-22        0.00E+00
3932.10         1.90E-22        0.00E+00
3932.60         1.97E-22        0.00E+00
3933.09         2.05E-22        0.00E+00
3933.59         2.07E-22        0.00E+00
3934.08         2.07E-22        0.00E+00
3934.58         2.02E-22        0.00E+00
3935.08         1.94E-22        0.00E+00
3935.57         1.96E-22        0.00E+00
3936.07         2.10E-22        0.00E+00
3936.56         2.09E-22        0.00E+00
3937.06         1.75E-22        0.00E+00
3937.55         1.51E-22        0.00E+00
3938.05         1.69E-22        0.00E+00
3938.54         1.87E-22        0.00E+00
3939.04         2.02E-22        0.00E+00
3939.54         2.16E-22        0.00E+00
3940.03         2.06E-22        0.00E+00
3940.53         1.93E-22        0.00E+00
3941.02         2.03E-22        0.00E+00
3941.52         2.23E-22        0.00E+00
3942.01         2.21E-22        0.00E+00
3942.51         2.03E-22        0.00E+00
3943.01         1.98E-22        0.00E+00
3943.50         2.13E-22        0.00E+00
3944.00         2.24E-22        0.00E+00
3944.49         2.24E-22        0.00E+00
3944.99         2.22E-22        0.00E+00
3945.48         2.10E-22        0.00E+00
3945.98         1.98E-22        0.00E+00
3946.47         2.41E-22        0.00E+00
3946.97         2.86E-22        0.00E+00
3947.47         2.74E-22        0.00E+00
3947.96         2.48E-22        0.00E+00
3948.46         2.14E-22        0.00E+00
3948.95         1.75E-22        0.00E+00
3949.45         1.74E-22        0.00E+00
3949.94         2.12E-22        0.00E+00
3950.44         2.36E-22        0.00E+00
3950.93         2.36E-22        0.00E+00
3951.43         2.36E-22        0.00E+00
3951.93         2.36E-22        0.00E+00
3952.42         2.36E-22        0.00E+00
3952.92         2.36E-22        0.00E+00
3953.41         2.36E-22        0.00E+00
3953.91         2.36E-22        0.00E+00
3954.40         2.36E-22        0.00E+00
3954.90         2.36E-22        0.00E+00
3955.40         2.36E-22        0.00E+00
3955.89         2.36E-22        0.00E+00
3956.39         2.36E-22        0.00E+00
3956.88         2.36E-22        0.00E+00
3957.38         2.36E-22        0.00E+00
3957.87         2.36E-22        0.00E+00
3958.37         2.36E-22        0.00E+00
3958.86         2.36E-22        0.00E+00
3959.36         2.36E-22        0.00E+00
3959.86         2.36E-22        0.00E+00
3960.35         2.36E-22        0.00E+00
3960.85         2.37E-22        0.00E+00
3961.34         2.37E-22        0.00E+00
3961.84         2.37E-22        0.00E+00
3962.33         2.37E-22        0.00E+00
3962.83         2.37E-22        0.00E+00
3963.33         2.37E-22        0.00E+00
3963.82         2.37E-22        0.00E+00
3964.32         2.37E-22        0.00E+00
3964.81         2.37E-22        0.00E+00
3965.31         2.37E-22        0.00E+00
3965.80         2.37E-22        0.00E+00
3966.30         2.37E-22        0.00E+00
3966.79         2.37E-22        0.00E+00
3967.29         2.37E-22        0.00E+00
3967.79         2.37E-22        0.00E+00
3968.28         2.37E-22        0.00E+00
3968.78         2.37E-22        0.00E+00
3969.27         2.37E-22        0.00E+00
3969.77         2.37E-22        0.00E+00
3970.26         2.37E-22        0.00E+00
3970.76         2.37E-22        0.00E+00
3971.25         2.37E-22        0.00E+00
3971.75         2.37E-22        0.00E+00
3972.25         2.37E-22        0.00E+00
3972.74         2.37E-22        0.00E+00
3973.24         2.37E-22        0.00E+00
3973.73         2.37E-22        0.00E+00
3974.23         2.37E-22        0.00E+00
3974.72         2.37E-22        0.00E+00
3975.22         2.37E-22        0.00E+00
3975.72         2.37E-22        0.00E+00
3976.21         2.37E-22        0.00E+00
3976.71         2.37E-22        0.00E+00
3977.20         2.37E-22        0.00E+00
3977.70         2.38E-22        0.00E+00
3978.19         2.38E-22        0.00E+00
3978.69         2.38E-22        0.00E+00
3979.18         2.38E-22        0.00E+00
3979.68         2.38E-22        0.00E+00
3980.18         2.38E-22        0.00E+00
3980.67         2.38E-22        0.00E+00
3981.17         2.38E-22        0.00E+00
3981.66         2.38E-22        0.00E+00
3982.16         2.38E-22        0.00E+00
3982.65         2.38E-22        0.00E+00
3983.15         2.38E-22        0.00E+00
3983.64         2.38E-22        0.00E+00
3984.14         2.38E-22        0.00E+00
3984.64         2.38E-22        0.00E+00
3985.13         2.38E-22        0.00E+00
3985.63         2.38E-22        0.00E+00
3986.12         2.38E-22        0.00E+00
3986.62         2.38E-22        0.00E+00
3987.11         2.38E-22        0.00E+00
3987.61         2.38E-22        0.00E+00
3988.11         2.38E-22        0.00E+00
3988.60         2.38E-22        0.00E+00
3989.10         2.38E-22        0.00E+00
3989.59         2.38E-22        0.00E+00
3990.09         2.38E-22        0.00E+00
3990.58         2.38E-22        0.00E+00
3991.08         2.38E-22        0.00E+00
3991.57         2.38E-22        0.00E+00
3992.07         2.38E-22        0.00E+00
3992.57         2.38E-22        0.00E+00
3993.06         2.38E-22        0.00E+00
3993.56         2.38E-22        0.00E+00
3994.05         2.39E-22        0.00E+00
3994.55         2.39E-22        0.00E+00
