0 Branching ratio for OCS       Total        1 branches    
Lambda          Total           CO/S
2347.65         1.54E-19        1.54E-19
2348.14         1.53E-19        1.53E-19
2348.64         1.52E-19        1.52E-19
2349.13         1.52E-19        1.52E-19
2349.63         1.51E-19        1.51E-19
2350.12         1.50E-19        1.50E-19
2350.62         1.50E-19        1.50E-19
2351.12         1.49E-19        1.49E-19
2351.61         1.49E-19        1.49E-19
2352.11         1.48E-19        1.48E-19
2352.60         1.47E-19        1.47E-19
2353.10         1.46E-19        1.46E-19
2353.59         1.45E-19        1.45E-19
2354.09         1.45E-19        1.45E-19
2354.58         1.44E-19        1.44E-19
2355.08         1.43E-19        1.43E-19
2355.58         1.42E-19        1.42E-19
2356.07         1.42E-19        1.42E-19
2356.57         1.41E-19        1.41E-19
2357.06         1.41E-19        1.41E-19
2357.56         1.40E-19        1.40E-19
2358.05         1.40E-19        1.40E-19
2358.55         1.39E-19        1.39E-19
2359.04         1.39E-19        1.39E-19
2359.54         1.38E-19        1.38E-19
2360.04         1.39E-19        1.39E-19
2360.53         1.38E-19        1.38E-19
2361.03         1.38E-19        1.38E-19
2361.52         1.37E-19        1.37E-19
2362.02         1.36E-19        1.36E-19
2362.51         1.35E-19        1.35E-19
2363.01         1.33E-19        1.33E-19
2363.51         1.32E-19        1.32E-19
2364.00         1.31E-19        1.31E-19
2364.50         1.30E-19        1.30E-19
2364.99         1.29E-19        1.29E-19
2365.49         1.28E-19        1.28E-19
2365.98         1.28E-19        1.28E-19
2366.48         1.27E-19        1.27E-19
2366.97         1.26E-19        1.26E-19
2367.47         1.26E-19        1.26E-19
2367.97         1.25E-19        1.25E-19
2368.46         1.25E-19        1.25E-19
2368.96         1.25E-19        1.25E-19
2369.45         1.24E-19        1.24E-19
2369.95         1.23E-19        1.23E-19
2370.44         1.22E-19        1.22E-19
2370.94         1.22E-19        1.22E-19
2371.44         1.21E-19        1.21E-19
2371.93         1.20E-19        1.20E-19
2372.43         1.19E-19        1.19E-19
2372.92         1.18E-19        1.18E-19
2373.42         1.18E-19        1.18E-19
2373.91         1.17E-19        1.17E-19
2374.41         1.17E-19        1.17E-19
2374.90         1.16E-19        1.16E-19
2375.40         1.15E-19        1.15E-19
2375.90         1.15E-19        1.15E-19
2376.39         1.14E-19        1.14E-19
2376.89         1.13E-19        1.13E-19
2377.38         1.13E-19        1.13E-19
2377.88         1.12E-19        1.12E-19
2378.37         1.11E-19        1.11E-19
2378.87         1.10E-19        1.10E-19
2379.36         1.10E-19        1.10E-19
2379.86         1.09E-19        1.09E-19
2380.36         1.08E-19        1.08E-19
2380.85         1.07E-19        1.07E-19
2381.35         1.06E-19        1.06E-19
2381.84         1.06E-19        1.06E-19
2382.34         1.05E-19        1.05E-19
2382.83         1.04E-19        1.04E-19
2383.33         1.03E-19        1.03E-19
2383.83         1.02E-19        1.02E-19
2384.32         1.02E-19        1.02E-19
2384.82         1.01E-19        1.01E-19
2385.31         1.00E-19        1.00E-19
2385.81         9.98E-20        9.98E-20
2386.30         9.91E-20        9.91E-20
2386.80         9.83E-20        9.83E-20
2387.29         9.77E-20        9.77E-20
2387.79         9.69E-20        9.69E-20
2388.29         9.62E-20        9.62E-20
2388.78         9.59E-20        9.59E-20
2389.28         9.50E-20        9.50E-20
2389.77         9.39E-20        9.39E-20
2390.27         9.31E-20        9.31E-20
2390.76         9.25E-20        9.25E-20
2391.26         9.15E-20        9.15E-20
2391.75         9.11E-20        9.11E-20
2392.25         9.03E-20        9.03E-20
2392.75         8.98E-20        8.98E-20
2393.24         8.89E-20        8.89E-20
2393.74         8.83E-20        8.83E-20
2394.23         8.78E-20        8.78E-20
2394.73         8.72E-20        8.72E-20
2395.22         8.67E-20        8.67E-20
2395.72         8.59E-20        8.59E-20
2396.22         8.56E-20        8.56E-20
2396.71         8.51E-20        8.51E-20
2397.21         8.46E-20        8.46E-20
2397.70         8.39E-20        8.39E-20
2398.20         8.35E-20        8.35E-20
2398.69         8.31E-20        8.31E-20
2399.19         8.24E-20        8.24E-20
2399.68         8.19E-20        8.19E-20
2400.18         8.13E-20        8.13E-20
2400.68         8.09E-20        8.09E-20
2401.17         8.01E-20        8.01E-20
2401.67         7.95E-20        7.95E-20
2402.16         7.89E-20        7.89E-20
2402.66         7.83E-20        7.83E-20
2403.15         7.81E-20        7.81E-20
2403.65         7.76E-20        7.76E-20
2404.15         7.69E-20        7.69E-20
2404.64         7.68E-20        7.68E-20
2405.14         7.63E-20        7.63E-20
2405.63         7.60E-20        7.60E-20
2406.13         7.56E-20        7.56E-20
2406.62         7.48E-20        7.48E-20
2407.12         7.45E-20        7.45E-20
2407.61         7.38E-20        7.38E-20
2408.11         7.32E-20        7.32E-20
2408.61         7.30E-20        7.30E-20
2409.10         7.26E-20        7.26E-20
2409.60         7.24E-20        7.24E-20
2410.09         7.18E-20        7.18E-20
2410.59         7.12E-20        7.12E-20
2411.08         7.09E-20        7.09E-20
2411.58         7.05E-20        7.05E-20
2412.07         7.00E-20        7.00E-20
2412.57         6.95E-20        6.95E-20
2413.07         6.89E-20        6.89E-20
2413.56         6.84E-20        6.84E-20
2414.06         6.78E-20        6.78E-20
2414.55         6.75E-20        6.75E-20
2415.05         6.70E-20        6.70E-20
2415.54         6.65E-20        6.65E-20
2416.04         6.61E-20        6.61E-20
2416.54         6.58E-20        6.58E-20
2417.03         6.54E-20        6.54E-20
2417.53         6.48E-20        6.48E-20
2418.02         6.45E-20        6.45E-20
2418.52         6.38E-20        6.38E-20
2419.01         6.33E-20        6.33E-20
2419.51         6.28E-20        6.28E-20
2420.00         6.22E-20        6.22E-20
2420.50         6.16E-20        6.16E-20
2421.00         6.13E-20        6.13E-20
2421.49         6.08E-20        6.08E-20
2421.99         6.03E-20        6.03E-20
2422.48         6.00E-20        6.00E-20
2422.98         5.95E-20        5.95E-20
2423.47         5.89E-20        5.89E-20
2423.97         5.82E-20        5.82E-20
2424.46         5.81E-20        5.81E-20
2424.96         5.75E-20        5.75E-20
2425.46         5.70E-20        5.70E-20
2425.95         5.64E-20        5.64E-20
2426.45         5.60E-20        5.60E-20
2426.94         5.52E-20        5.52E-20
2427.44         5.51E-20        5.51E-20
2427.93         5.47E-20        5.47E-20
2428.43         5.41E-20        5.41E-20
2428.93         5.36E-20        5.36E-20
2429.42         5.32E-20        5.32E-20
2429.92         5.30E-20        5.30E-20
2430.41         5.25E-20        5.25E-20
2430.91         5.21E-20        5.21E-20
2431.40         5.18E-20        5.18E-20
2431.90         5.12E-20        5.12E-20
2432.39         5.10E-20        5.10E-20
2432.89         5.05E-20        5.05E-20
2433.39         5.03E-20        5.03E-20
2433.88         4.97E-20        4.97E-20
2434.38         4.94E-20        4.94E-20
2434.87         4.91E-20        4.91E-20
2435.37         4.86E-20        4.86E-20
2435.86         4.82E-20        4.82E-20
2436.36         4.79E-20        4.79E-20
2436.86         4.73E-20        4.73E-20
2437.35         4.69E-20        4.69E-20
2437.85         4.64E-20        4.64E-20
2438.34         4.59E-20        4.59E-20
2438.84         4.54E-20        4.54E-20
2439.33         4.51E-20        4.51E-20
2439.83         4.44E-20        4.44E-20
2440.32         4.42E-20        4.42E-20
2440.82         4.39E-20        4.39E-20
2441.32         4.36E-20        4.36E-20
2441.81         4.33E-20        4.33E-20
2442.31         4.30E-20        4.30E-20
2442.80         4.29E-20        4.29E-20
2443.30         4.24E-20        4.24E-20
2443.79         4.20E-20        4.20E-20
2444.29         4.17E-20        4.17E-20
2444.78         4.15E-20        4.15E-20
2445.28         4.12E-20        4.12E-20
2445.78         4.10E-20        4.10E-20
2446.27         4.04E-20        4.04E-20
2446.77         4.02E-20        4.02E-20
2447.26         4.03E-20        4.03E-20
2447.76         3.98E-20        3.98E-20
2448.25         3.97E-20        3.97E-20
2448.75         3.92E-20        3.92E-20
2449.25         3.90E-20        3.90E-20
2449.74         3.88E-20        3.88E-20
2450.24         3.86E-20        3.86E-20
2450.73         3.81E-20        3.81E-20
2451.23         3.78E-20        3.78E-20
2451.72         3.77E-20        3.77E-20
2452.22         3.73E-20        3.73E-20
2452.71         3.72E-20        3.72E-20
2453.21         3.67E-20        3.67E-20
2453.71         3.67E-20        3.67E-20
2454.20         3.66E-20        3.66E-20
2454.70         3.61E-20        3.61E-20
2455.19         3.59E-20        3.59E-20
2455.69         3.54E-20        3.54E-20
2456.18         3.50E-20        3.50E-20
2456.68         3.46E-20        3.46E-20
2457.18         3.42E-20        3.42E-20
2457.67         3.40E-20        3.40E-20
2458.17         3.39E-20        3.39E-20
2458.66         3.34E-20        3.34E-20
2459.16         3.32E-20        3.32E-20
2459.65         3.30E-20        3.30E-20
2460.15         3.24E-20        3.24E-20
2460.64         3.25E-20        3.25E-20
2461.14         3.22E-20        3.22E-20
2461.64         3.20E-20        3.20E-20
2462.13         3.18E-20        3.18E-20
2462.63         3.14E-20        3.14E-20
2463.12         3.10E-20        3.10E-20
2463.62         3.08E-20        3.08E-20
2464.11         3.07E-20        3.07E-20
2464.61         3.04E-20        3.04E-20
2465.10         3.02E-20        3.02E-20
2465.60         3.00E-20        3.00E-20
2466.10         2.97E-20        2.97E-20
2466.59         2.93E-20        2.93E-20
2467.09         2.92E-20        2.92E-20
2467.58         2.90E-20        2.90E-20
2468.08         2.86E-20        2.86E-20
2468.57         2.84E-20        2.84E-20
2469.07         2.82E-20        2.82E-20
2469.57         2.80E-20        2.80E-20
2470.06         2.76E-20        2.76E-20
2470.56         2.75E-20        2.75E-20
2471.05         2.72E-20        2.72E-20
2471.55         2.69E-20        2.69E-20
2472.04         2.68E-20        2.68E-20
2472.54         2.66E-20        2.66E-20
2473.03         2.65E-20        2.65E-20
2473.53         2.61E-20        2.61E-20
2474.03         2.59E-20        2.59E-20
2474.52         2.55E-20        2.55E-20
2475.02         2.55E-20        2.55E-20
2475.51         2.49E-20        2.49E-20
2476.01         2.47E-20        2.47E-20
2476.50         2.47E-20        2.47E-20
2477.00         2.44E-20        2.44E-20
2477.49         2.42E-20        2.42E-20
2477.99         2.40E-20        2.40E-20
2478.49         2.38E-20        2.38E-20
2478.98         2.37E-20        2.37E-20
2479.48         2.34E-20        2.34E-20
2479.97         2.33E-20        2.33E-20
2480.47         2.32E-20        2.32E-20
2480.96         2.28E-20        2.28E-20
2481.46         2.27E-20        2.27E-20
2481.96         2.24E-20        2.24E-20
2482.45         2.25E-20        2.25E-20
2482.95         2.23E-20        2.23E-20
2483.44         2.20E-20        2.20E-20
2483.94         2.19E-20        2.19E-20
2484.43         2.14E-20        2.14E-20
2484.93         2.16E-20        2.16E-20
2485.42         2.13E-20        2.13E-20
2485.92         2.09E-20        2.09E-20
2486.42         2.10E-20        2.10E-20
2486.91         2.09E-20        2.09E-20
2487.41         2.06E-20        2.06E-20
2487.90         2.04E-20        2.04E-20
2488.40         2.03E-20        2.03E-20
2488.89         1.99E-20        1.99E-20
2489.39         1.98E-20        1.98E-20
2489.89         1.97E-20        1.97E-20
2490.38         1.93E-20        1.93E-20
2490.88         1.94E-20        1.94E-20
2491.37         1.91E-20        1.91E-20
2491.87         1.93E-20        1.93E-20
2492.36         1.87E-20        1.87E-20
2492.86         1.86E-20        1.86E-20
2493.35         1.84E-20        1.84E-20
2493.85         1.84E-20        1.84E-20
2494.35         1.81E-20        1.81E-20
2494.84         1.79E-20        1.79E-20
2495.34         1.79E-20        1.79E-20
2495.83         1.76E-20        1.76E-20
2496.33         1.74E-20        1.74E-20
2496.82         1.74E-20        1.74E-20
2497.32         1.74E-20        1.74E-20
2497.81         1.71E-20        1.71E-20
2498.31         1.70E-20        1.70E-20
2498.81         1.69E-20        1.69E-20
2499.30         1.68E-20        1.68E-20
2499.80         1.66E-20        1.66E-20
2500.29         1.63E-20        1.63E-20
2500.79         1.62E-20        1.62E-20
2501.28         1.61E-20        1.61E-20
2501.78         1.61E-20        1.61E-20
2502.28         1.59E-20        1.59E-20
2502.77         1.58E-20        1.58E-20
2503.27         1.56E-20        1.56E-20
2503.76         1.55E-20        1.55E-20
2504.26         1.54E-20        1.54E-20
2504.75         1.52E-20        1.52E-20
2505.25         1.52E-20        1.52E-20
2505.74         1.50E-20        1.50E-20
2506.24         1.48E-20        1.48E-20
2506.74         1.46E-20        1.46E-20
2507.23         1.45E-20        1.45E-20
2507.73         1.43E-20        1.43E-20
2508.22         1.43E-20        1.43E-20
2508.72         1.43E-20        1.43E-20
2509.21         1.42E-20        1.42E-20
2509.71         1.39E-20        1.39E-20
2510.21         1.39E-20        1.39E-20
2510.70         1.36E-20        1.36E-20
2511.20         1.37E-20        1.37E-20
2511.69         1.34E-20        1.34E-20
2512.19         1.33E-20        1.33E-20
2512.68         1.31E-20        1.31E-20
2513.18         1.31E-20        1.31E-20
2513.67         1.32E-20        1.32E-20
2514.17         1.29E-20        1.29E-20
2514.67         1.27E-20        1.27E-20
2515.16         1.26E-20        1.26E-20
2515.66         1.25E-20        1.25E-20
2516.15         1.24E-20        1.24E-20
2516.65         1.23E-20        1.23E-20
2517.14         1.21E-20        1.21E-20
2517.64         1.22E-20        1.22E-20
2518.13         1.19E-20        1.19E-20
2518.63         1.20E-20        1.20E-20
2519.13         1.19E-20        1.19E-20
2519.62         1.17E-20        1.17E-20
2520.12         1.17E-20        1.17E-20
2520.61         1.14E-20        1.14E-20
2521.11         1.13E-20        1.13E-20
2521.60         1.14E-20        1.14E-20
2522.10         1.11E-20        1.11E-20
2522.60         1.11E-20        1.11E-20
2523.09         1.09E-20        1.09E-20
2523.59         1.08E-20        1.08E-20
2524.08         1.07E-20        1.07E-20
2524.58         1.07E-20        1.07E-20
2525.07         1.05E-20        1.05E-20
2525.57         1.07E-20        1.07E-20
2526.06         1.06E-20        1.06E-20
2526.56         1.02E-20        1.02E-20
2527.06         1.02E-20        1.02E-20
2527.55         1.01E-20        1.01E-20
2528.05         1.00E-20        1.00E-20
2528.54         9.91E-21        9.91E-21
2529.04         9.93E-21        9.93E-21
2529.53         9.88E-21        9.88E-21
2530.03         9.71E-21        9.71E-21
2530.52         9.70E-21        9.70E-21
2531.02         9.62E-21        9.62E-21
2531.52         9.40E-21        9.40E-21
2532.01         9.56E-21        9.56E-21
2532.51         9.34E-21        9.34E-21
2533.00         9.32E-21        9.32E-21
2533.50         9.15E-21        9.15E-21
2533.99         8.99E-21        8.99E-21
2534.49         9.05E-21        9.05E-21
2534.99         8.80E-21        8.80E-21
2535.48         8.77E-21        8.77E-21
2535.98         8.74E-21        8.74E-21
2536.47         8.63E-21        8.63E-21
2536.97         8.58E-21        8.58E-21
2537.46         8.58E-21        8.58E-21
2537.96         8.55E-21        8.55E-21
2538.45         8.56E-21        8.56E-21
2538.95         8.48E-21        8.48E-21
2539.45         8.24E-21        8.24E-21
2539.94         8.08E-21        8.08E-21
2540.44         8.11E-21        8.11E-21
2540.93         8.06E-21        8.06E-21
2541.43         7.95E-21        7.95E-21
2541.92         7.90E-21        7.90E-21
2542.42         7.47E-21        7.47E-21
2542.92         7.72E-21        7.72E-21
2543.41         7.48E-21        7.48E-21
2543.91         7.67E-21        7.67E-21
2544.40         7.41E-21        7.41E-21
2544.90         7.45E-21        7.45E-21
2545.39         7.28E-21        7.28E-21
2545.89         7.42E-21        7.42E-21
2546.38         7.27E-21        7.27E-21
2546.88         7.13E-21        7.13E-21
2547.38         7.15E-21        7.15E-21
2547.87         7.04E-21        7.04E-21
2548.37         7.15E-21        7.15E-21
2548.86         6.91E-21        6.91E-21
2549.36         6.94E-21        6.94E-21
2549.85         6.74E-21        6.74E-21
2550.35         6.77E-21        6.77E-21
2550.84         6.62E-21        6.62E-21
2551.34         6.46E-21        6.46E-21
2551.84         6.56E-21        6.56E-21
2552.33         6.56E-21        6.56E-21
2552.83         6.61E-21        6.61E-21
2553.32         6.35E-21        6.35E-21
2553.82         6.30E-21        6.30E-21
2554.31         6.26E-21        6.26E-21
2554.81         6.27E-21        6.27E-21
2555.31         6.23E-21        6.23E-21
2555.80         6.25E-21        6.25E-21
2556.30         6.07E-21        6.07E-21
2556.79         6.17E-21        6.17E-21
2557.29         6.03E-21        6.03E-21
2557.78         6.11E-21        6.11E-21
2558.28         5.74E-21        5.74E-21
2558.77         5.74E-21        5.74E-21
2559.27         5.67E-21        5.67E-21
2559.77         5.50E-21        5.50E-21
2560.26         5.78E-21        5.78E-21
2560.76         5.67E-21        5.67E-21
2561.25         5.53E-21        5.53E-21
2561.75         5.62E-21        5.62E-21
2562.24         5.47E-21        5.47E-21
2562.74         5.51E-21        5.51E-21
2563.23         5.25E-21        5.25E-21
2563.73         5.42E-21        5.42E-21
2564.23         4.90E-21        4.90E-21
2564.72         5.39E-21        5.39E-21
2565.22         5.04E-21        5.04E-21
2565.71         5.12E-21        5.12E-21
2566.21         4.95E-21        4.95E-21
2566.70         5.14E-21        5.14E-21
2567.20         4.99E-21        4.99E-21
2567.70         4.91E-21        4.91E-21
2568.19         4.86E-21        4.86E-21
2568.69         4.71E-21        4.71E-21
2569.18         4.69E-21        4.69E-21
2569.68         4.66E-21        4.66E-21
2570.17         4.58E-21        4.58E-21
2570.67         4.65E-21        4.65E-21
2571.16         4.69E-21        4.69E-21
2571.66         4.57E-21        4.57E-21
2572.16         4.58E-21        4.58E-21
2572.65         4.42E-21        4.42E-21
2573.15         4.52E-21        4.52E-21
2573.64         4.39E-21        4.39E-21
2574.14         4.38E-21        4.38E-21
2574.63         4.17E-21        4.17E-21
2575.13         4.31E-21        4.31E-21
2575.63         4.24E-21        4.24E-21
2576.12         4.27E-21        4.27E-21
2576.62         4.27E-21        4.27E-21
2577.11         4.18E-21        4.18E-21
2577.61         4.12E-21        4.12E-21
2578.10         3.86E-21        3.86E-21
2578.60         4.10E-21        4.10E-21
2579.09         4.05E-21        4.05E-21
2579.59         3.94E-21        3.94E-21
2580.09         3.87E-21        3.87E-21
2580.58         3.79E-21        3.79E-21
2581.08         3.73E-21        3.73E-21
2581.57         3.73E-21        3.73E-21
2582.07         3.69E-21        3.69E-21
2582.56         3.80E-21        3.80E-21
2583.06         3.73E-21        3.73E-21
2583.55         3.66E-21        3.66E-21
2584.05         3.52E-21        3.52E-21
2584.55         3.57E-21        3.57E-21
2585.04         3.61E-21        3.61E-21
2585.54         3.51E-21        3.51E-21
2586.03         3.42E-21        3.42E-21
2586.53         3.52E-21        3.52E-21
2587.02         3.53E-21        3.53E-21
2587.52         3.37E-21        3.37E-21
2588.02         3.47E-21        3.47E-21
2588.51         3.53E-21        3.53E-21
2589.01         3.46E-21        3.46E-21
2589.50         3.22E-21        3.22E-21
2590.00         3.34E-21        3.34E-21
2590.49         3.25E-21        3.25E-21
2590.99         3.20E-21        3.20E-21
2591.48         3.21E-21        3.21E-21
2591.98         3.02E-21        3.02E-21
2592.48         3.09E-21        3.09E-21
2592.97         2.84E-21        2.84E-21
2593.47         2.85E-21        2.85E-21
2593.96         3.15E-21        3.15E-21
2594.46         2.88E-21        2.88E-21
2594.95         2.89E-21        2.89E-21
2595.45         3.06E-21        3.06E-21
2595.95         2.88E-21        2.88E-21
2596.44         2.93E-21        2.93E-21
2596.94         2.79E-21        2.79E-21
2597.43         2.68E-21        2.68E-21
2597.93         2.76E-21        2.76E-21
2598.42         2.67E-21        2.67E-21
2598.92         2.83E-21        2.83E-21
2599.41         2.94E-21        2.94E-21
2599.91         2.76E-21        2.76E-21
2600.41         2.43E-21        0.00E+00
2600.90         2.42E-21        0.00E+00
2601.40         2.40E-21        0.00E+00
2601.89         2.39E-21        0.00E+00
2602.39         2.38E-21        0.00E+00
2602.88         2.36E-21        0.00E+00
2603.38         2.35E-21        0.00E+00
2603.87         2.33E-21        0.00E+00
2604.37         2.32E-21        0.00E+00
2604.87         2.30E-21        0.00E+00
2605.36         2.29E-21        0.00E+00
2605.86         2.27E-21        0.00E+00
2606.35         2.26E-21        0.00E+00
2606.85         2.24E-21        0.00E+00
2607.34         2.23E-21        0.00E+00
2607.84         2.21E-21        0.00E+00
2608.34         2.20E-21        0.00E+00
2608.83         2.18E-21        0.00E+00
2609.33         2.17E-21        0.00E+00
2609.82         2.15E-21        0.00E+00
2610.32         2.14E-21        0.00E+00
2610.81         2.12E-21        0.00E+00
2611.31         2.11E-21        0.00E+00
2611.80         2.10E-21        0.00E+00
2612.30         2.08E-21        0.00E+00
2612.80         2.07E-21        0.00E+00
2613.29         2.05E-21        0.00E+00
2613.79         2.04E-21        0.00E+00
2614.28         2.02E-21        0.00E+00
2614.78         2.01E-21        0.00E+00
2615.27         1.99E-21        0.00E+00
2615.77         1.98E-21        0.00E+00
2616.26         1.96E-21        0.00E+00
2616.76         1.95E-21        0.00E+00
2617.26         1.93E-21        0.00E+00
2617.75         1.92E-21        0.00E+00
2618.25         1.90E-21        0.00E+00
2618.74         1.89E-21        0.00E+00
2619.24         1.87E-21        0.00E+00
2619.73         1.86E-21        0.00E+00
2620.23         1.84E-21        0.00E+00
2620.73         1.83E-21        0.00E+00
2621.22         1.82E-21        0.00E+00
2621.72         1.80E-21        0.00E+00
2622.21         1.79E-21        0.00E+00
2622.71         1.77E-21        0.00E+00
2623.20         1.76E-21        0.00E+00
2623.70         1.74E-21        0.00E+00
2624.19         1.73E-21        0.00E+00
2624.69         1.71E-21        0.00E+00
2625.19         1.70E-21        0.00E+00
2625.68         1.68E-21        0.00E+00
2626.18         1.67E-21        0.00E+00
2626.67         1.65E-21        0.00E+00
2627.17         1.64E-21        0.00E+00
2627.66         1.62E-21        0.00E+00
2628.16         1.61E-21        0.00E+00
2628.66         1.59E-21        0.00E+00
2629.15         1.58E-21        0.00E+00
2629.65         1.56E-21        0.00E+00
2630.14         1.55E-21        0.00E+00
2630.64         1.54E-21        0.00E+00
2631.13         1.52E-21        0.00E+00
2631.63         1.51E-21        0.00E+00
2632.12         1.49E-21        0.00E+00
2632.62         1.48E-21        0.00E+00
2633.12         1.46E-21        0.00E+00
2633.61         1.45E-21        0.00E+00
2634.11         1.43E-21        0.00E+00
2634.60         1.42E-21        0.00E+00
2635.10         1.40E-21        0.00E+00
2635.59         1.39E-21        0.00E+00
2636.09         1.37E-21        0.00E+00
2636.58         1.36E-21        0.00E+00
2637.08         1.34E-21        0.00E+00
2637.58         1.33E-21        0.00E+00
2638.07         1.31E-21        0.00E+00
2638.57         1.30E-21        0.00E+00
2639.06         1.29E-21        0.00E+00
2639.56         1.27E-21        0.00E+00
2640.05         1.26E-21        0.00E+00
2640.55         1.24E-21        0.00E+00
2641.05         1.23E-21        0.00E+00
2641.54         1.21E-21        0.00E+00
2642.04         1.20E-21        0.00E+00
2642.53         1.18E-21        0.00E+00
2643.03         1.17E-21        0.00E+00
2643.52         1.15E-21        0.00E+00
2644.02         1.14E-21        0.00E+00
2644.51         1.12E-21        0.00E+00
2645.01         1.11E-21        0.00E+00
2645.51         1.09E-21        0.00E+00
2646.00         1.08E-21        0.00E+00
2646.50         1.06E-21        0.00E+00
2646.99         1.05E-21        0.00E+00
2647.49         1.03E-21        0.00E+00
2647.98         1.02E-21        0.00E+00
2648.48         1.01E-21        0.00E+00
2648.97         9.90E-22        0.00E+00
2649.47         9.76E-22        0.00E+00
2649.97         9.61E-22        0.00E+00
2650.46         9.55E-22        0.00E+00
2650.96         9.49E-22        0.00E+00
2651.45         9.43E-22        0.00E+00
2651.95         9.37E-22        0.00E+00
2652.44         9.31E-22        0.00E+00
2652.94         9.26E-22        0.00E+00
2653.44         9.20E-22        0.00E+00
2653.93         9.14E-22        0.00E+00
2654.43         9.08E-22        0.00E+00
2654.92         9.03E-22        0.00E+00
2655.42         8.97E-22        0.00E+00
2655.91         8.91E-22        0.00E+00
2656.41         8.85E-22        0.00E+00
2656.90         8.79E-22        0.00E+00
2657.40         8.74E-22        0.00E+00
2657.90         8.68E-22        0.00E+00
2658.39         8.62E-22        0.00E+00
2658.89         8.56E-22        0.00E+00
2659.38         8.50E-22        0.00E+00
2659.88         8.45E-22        0.00E+00
2660.37         8.39E-22        0.00E+00
2660.87         8.33E-22        0.00E+00
2661.37         8.27E-22        0.00E+00
2661.86         8.21E-22        0.00E+00
2662.36         8.16E-22        0.00E+00
2662.85         8.10E-22        0.00E+00
2663.35         8.04E-22        0.00E+00
2663.84         7.98E-22        0.00E+00
2664.34         7.93E-22        0.00E+00
2664.83         7.87E-22        0.00E+00
2665.33         7.81E-22        0.00E+00
2665.83         7.75E-22        0.00E+00
2666.32         7.69E-22        0.00E+00
2666.82         7.64E-22        0.00E+00
2667.31         7.58E-22        0.00E+00
2667.81         7.52E-22        0.00E+00
2668.30         7.46E-22        0.00E+00
2668.80         7.40E-22        0.00E+00
2669.29         7.35E-22        0.00E+00
2669.79         7.29E-22        0.00E+00
2670.29         7.23E-22        0.00E+00
2670.78         7.17E-22        0.00E+00
2671.28         7.11E-22        0.00E+00
2671.77         7.06E-22        0.00E+00
2672.27         7.00E-22        0.00E+00
2672.76         6.94E-22        0.00E+00
2673.26         6.88E-22        0.00E+00
2673.76         6.83E-22        0.00E+00
2674.25         6.77E-22        0.00E+00
2674.75         6.71E-22        0.00E+00
2675.24         6.65E-22        0.00E+00
2675.74         6.59E-22        0.00E+00
2676.23         6.54E-22        0.00E+00
2676.73         6.48E-22        0.00E+00
2677.22         6.42E-22        0.00E+00
2677.72         6.36E-22        0.00E+00
2678.22         6.30E-22        0.00E+00
2678.71         6.25E-22        0.00E+00
2679.21         6.19E-22        0.00E+00
2679.70         6.13E-22        0.00E+00
2680.20         6.07E-22        0.00E+00
2680.69         6.01E-22        0.00E+00
2681.19         5.96E-22        0.00E+00
2681.69         5.90E-22        0.00E+00
2682.18         5.84E-22        0.00E+00
2682.68         5.78E-22        0.00E+00
2683.17         5.73E-22        0.00E+00
2683.67         5.67E-22        0.00E+00
2684.16         5.61E-22        0.00E+00
2684.66         5.55E-22        0.00E+00
2685.15         5.49E-22        0.00E+00
2685.65         5.44E-22        0.00E+00
2686.15         5.38E-22        0.00E+00
2686.64         5.32E-22        0.00E+00
2687.14         5.26E-22        0.00E+00
2687.63         5.20E-22        0.00E+00
2688.13         5.15E-22        0.00E+00
2688.62         5.09E-22        0.00E+00
2689.12         5.03E-22        0.00E+00
2689.61         4.97E-22        0.00E+00
2690.11         4.92E-22        0.00E+00
2690.61         4.86E-22        0.00E+00
2691.10         4.80E-22        0.00E+00
2691.60         4.74E-22        0.00E+00
2692.09         4.68E-22        0.00E+00
2692.59         4.63E-22        0.00E+00
2693.08         4.57E-22        0.00E+00
2693.58         4.51E-22        0.00E+00
2694.08         4.45E-22        0.00E+00
2694.57         4.39E-22        0.00E+00
2695.07         4.34E-22        0.00E+00
2695.56         4.28E-22        0.00E+00
2696.06         4.22E-22        0.00E+00
2696.55         4.16E-22        0.00E+00
2697.05         4.10E-22        0.00E+00
2697.54         4.05E-22        0.00E+00
2698.04         3.99E-22        0.00E+00
2698.54         3.93E-22        0.00E+00
2699.03         3.87E-22        0.00E+00
2699.53         3.82E-22        0.00E+00
2700.02         3.76E-22        0.00E+00
2700.52         3.74E-22        0.00E+00
2701.01         3.71E-22        0.00E+00
2701.51         3.69E-22        0.00E+00
2702.00         3.67E-22        0.00E+00
2702.50         3.65E-22        0.00E+00
2703.00         3.62E-22        0.00E+00
2703.49         3.60E-22        0.00E+00
2703.99         3.58E-22        0.00E+00
2704.48         3.56E-22        0.00E+00
2704.98         3.54E-22        0.00E+00
2705.47         3.51E-22        0.00E+00
2705.97         3.49E-22        0.00E+00
2706.47         3.47E-22        0.00E+00
2706.96         3.45E-22        0.00E+00
2707.46         3.42E-22        0.00E+00
2707.95         3.40E-22        0.00E+00
2708.45         3.38E-22        0.00E+00
2708.94         3.36E-22        0.00E+00
2709.44         3.33E-22        0.00E+00
2709.93         3.31E-22        0.00E+00
2710.43         3.29E-22        0.00E+00
2710.93         3.27E-22        0.00E+00
2711.42         3.24E-22        0.00E+00
