0 Branching ratio for OCS       Total        1 branches    
Lambda          Total           CO/S
2900.25         7.67E-24        0.00E+00
2900.74         7.62E-24        0.00E+00
2901.24         7.57E-24        0.00E+00
2901.73         7.51E-24        0.00E+00
2902.23         7.46E-24        0.00E+00
2902.73         7.41E-24        0.00E+00
2903.22         7.35E-24        0.00E+00
2903.72         7.30E-24        0.00E+00
2904.21         7.25E-24        0.00E+00
2904.71         7.19E-24        0.00E+00
2905.20         7.14E-24        0.00E+00
2905.70         7.08E-24        0.00E+00
2906.20         7.03E-24        0.00E+00
2906.69         6.98E-24        0.00E+00
2907.19         6.92E-24        0.00E+00
2907.68         6.87E-24        0.00E+00
2908.18         6.82E-24        0.00E+00
2908.67         6.76E-24        0.00E+00
2909.17         6.71E-24        0.00E+00
2909.66         6.66E-24        0.00E+00
2910.16         6.60E-24        0.00E+00
2910.66         6.55E-24        0.00E+00
2911.15         6.50E-24        0.00E+00
2911.65         6.44E-24        0.00E+00
2912.14         6.39E-24        0.00E+00
2912.64         6.34E-24        0.00E+00
2913.13         6.28E-24        0.00E+00
2913.63         6.23E-24        0.00E+00
2914.12         6.17E-24        0.00E+00
2914.62         6.12E-24        0.00E+00
2915.12         6.07E-24        0.00E+00
2915.61         6.01E-24        0.00E+00
2916.11         5.96E-24        0.00E+00
2916.60         5.91E-24        0.00E+00
2917.10         5.85E-24        0.00E+00
2917.59         5.80E-24        0.00E+00
2918.09         5.75E-24        0.00E+00
2918.59         5.69E-24        0.00E+00
2919.08         5.64E-24        0.00E+00
2919.58         5.59E-24        0.00E+00
2920.07         5.53E-24        0.00E+00
2920.57         5.48E-24        0.00E+00
2921.06         5.43E-24        0.00E+00
2921.56         5.37E-24        0.00E+00
2922.05         5.32E-24        0.00E+00
2922.55         5.26E-24        0.00E+00
2923.05         5.21E-24        0.00E+00
2923.54         5.16E-24        0.00E+00
2924.04         5.10E-24        0.00E+00
2924.53         5.05E-24        0.00E+00
2925.03         5.00E-24        0.00E+00
2925.52         4.94E-24        0.00E+00
2926.02         4.89E-24        0.00E+00
2926.51         4.84E-24        0.00E+00
2927.01         4.78E-24        0.00E+00
2927.51         4.73E-24        0.00E+00
2928.00         4.68E-24        0.00E+00
2928.50         4.62E-24        0.00E+00
2928.99         4.57E-24        0.00E+00
2929.49         4.52E-24        0.00E+00
2929.98         4.46E-24        0.00E+00
2930.48         4.41E-24        0.00E+00
2930.98         4.35E-24        0.00E+00
2931.47         4.30E-24        0.00E+00
2931.97         4.25E-24        0.00E+00
2932.46         4.19E-24        0.00E+00
2932.96         4.14E-24        0.00E+00
2933.45         4.09E-24        0.00E+00
2933.95         4.03E-24        0.00E+00
2934.44         3.98E-24        0.00E+00
2934.94         3.93E-24        0.00E+00
2935.44         3.87E-24        0.00E+00
2935.93         3.82E-24        0.00E+00
2936.43         3.77E-24        0.00E+00
2936.92         3.71E-24        0.00E+00
2937.42         3.66E-24        0.00E+00
2937.91         3.61E-24        0.00E+00
2938.41         3.55E-24        0.00E+00
2938.91         3.50E-24        0.00E+00
2939.40         3.44E-24        0.00E+00
2939.90         3.39E-24        0.00E+00
2940.39         3.34E-24        0.00E+00
2940.89         3.28E-24        0.00E+00
2941.38         3.23E-24        0.00E+00
2941.88         3.18E-24        0.00E+00
2942.37         3.12E-24        0.00E+00
2942.87         3.07E-24        0.00E+00
2943.37         3.02E-24        0.00E+00
2943.86         2.96E-24        0.00E+00
2944.36         2.91E-24        0.00E+00
2944.85         2.86E-24        0.00E+00
2945.35         2.80E-24        0.00E+00
2945.84         2.75E-24        0.00E+00
2946.34         2.70E-24        0.00E+00
2946.83         2.64E-24        0.00E+00
2947.33         2.59E-24        0.00E+00
2947.83         2.53E-24        0.00E+00
2948.32         2.48E-24        0.00E+00
2948.82         2.43E-24        0.00E+00
2949.31         2.37E-24        0.00E+00
2949.81         2.32E-24        0.00E+00
2950.30         2.29E-24        0.00E+00
2950.80         2.28E-24        0.00E+00
2951.30         2.26E-24        0.00E+00
2951.79         2.25E-24        0.00E+00
2952.29         2.24E-24        0.00E+00
2952.78         2.22E-24        0.00E+00
2953.28         2.21E-24        0.00E+00
2953.77         2.19E-24        0.00E+00
2954.27         2.18E-24        0.00E+00
2954.76         2.17E-24        0.00E+00
2955.26         2.15E-24        0.00E+00
2955.76         2.14E-24        0.00E+00
2956.25         2.12E-24        0.00E+00
2956.75         2.11E-24        0.00E+00
2957.24         2.10E-24        0.00E+00
2957.74         2.08E-24        0.00E+00
2958.23         2.07E-24        0.00E+00
2958.73         2.06E-24        0.00E+00
2959.23         2.04E-24        0.00E+00
2959.72         2.03E-24        0.00E+00
2960.22         2.01E-24        0.00E+00
2960.71         2.00E-24        0.00E+00
2961.21         1.99E-24        0.00E+00
2961.70         1.97E-24        0.00E+00
2962.20         1.96E-24        0.00E+00
2962.69         1.94E-24        0.00E+00
2963.19         1.93E-24        0.00E+00
2963.69         1.92E-24        0.00E+00
2964.18         1.90E-24        0.00E+00
2964.68         1.89E-24        0.00E+00
2965.17         1.88E-24        0.00E+00
2965.67         1.86E-24        0.00E+00
2966.16         1.85E-24        0.00E+00
2966.66         1.83E-24        0.00E+00
2967.15         1.82E-24        0.00E+00
2967.65         1.81E-24        0.00E+00
2968.15         1.79E-24        0.00E+00
2968.64         1.78E-24        0.00E+00
2969.14         1.76E-24        0.00E+00
2969.63         1.75E-24        0.00E+00
2970.13         1.74E-24        0.00E+00
2970.62         1.72E-24        0.00E+00
2971.12         1.71E-24        0.00E+00
2971.62         1.69E-24        0.00E+00
2972.11         1.68E-24        0.00E+00
2972.61         1.67E-24        0.00E+00
2973.10         1.65E-24        0.00E+00
2973.60         1.64E-24        0.00E+00
2974.09         1.63E-24        0.00E+00
2974.59         1.61E-24        0.00E+00
2975.08         1.60E-24        0.00E+00
2975.58         1.58E-24        0.00E+00
2976.08         1.57E-24        0.00E+00
2976.57         1.56E-24        0.00E+00
2977.07         1.54E-24        0.00E+00
2977.56         1.53E-24        0.00E+00
2978.06         1.51E-24        0.00E+00
2978.55         1.50E-24        0.00E+00
2979.05         1.49E-24        0.00E+00
2979.54         1.47E-24        0.00E+00
2980.04         1.46E-24        0.00E+00
2980.54         1.44E-24        0.00E+00
2981.03         1.43E-24        0.00E+00
2981.53         1.42E-24        0.00E+00
2982.02         1.40E-24        0.00E+00
2982.52         1.39E-24        0.00E+00
2983.01         1.38E-24        0.00E+00
2983.51         1.36E-24        0.00E+00
2984.01         1.35E-24        0.00E+00
2984.50         1.33E-24        0.00E+00
2985.00         1.32E-24        0.00E+00
2985.49         1.31E-24        0.00E+00
2985.99         1.29E-24        0.00E+00
2986.48         1.28E-24        0.00E+00
2986.98         1.26E-24        0.00E+00
2987.47         1.25E-24        0.00E+00
2987.97         1.24E-24        0.00E+00
2988.47         1.22E-24        0.00E+00
2988.96         1.21E-24        0.00E+00
2989.46         1.20E-24        0.00E+00
2989.95         1.18E-24        0.00E+00
2990.45         1.17E-24        0.00E+00
2990.94         1.15E-24        0.00E+00
2991.44         1.14E-24        0.00E+00
2991.94         1.13E-24        0.00E+00
2992.43         1.11E-24        0.00E+00
2992.93         1.10E-24        0.00E+00
2993.42         1.08E-24        0.00E+00
2993.92         1.07E-24        0.00E+00
2994.41         1.06E-24        0.00E+00
2994.91         1.04E-24        0.00E+00
2995.40         1.03E-24        0.00E+00
2995.90         1.01E-24        0.00E+00
2996.40         1.00E-24        0.00E+00
2996.89         9.87E-25        0.00E+00
2997.39         9.73E-25        0.00E+00
2997.88         9.59E-25        0.00E+00
2998.38         9.45E-25        0.00E+00
2998.87         9.32E-25        0.00E+00
2999.37         9.18E-25        0.00E+00
2999.86         9.04E-25        0.00E+00
3000.36         9.00E-25        0.00E+00
3000.86         0.00E+00        0.00E+00
3001.35         0.00E+00        0.00E+00
3001.85         0.00E+00        0.00E+00
3002.34         0.00E+00        0.00E+00
3002.84         0.00E+00        0.00E+00
3003.33         0.00E+00        0.00E+00
3003.83         0.00E+00        0.00E+00
3004.33         0.00E+00        0.00E+00
3004.82         0.00E+00        0.00E+00
3005.32         0.00E+00        0.00E+00
3005.81         0.00E+00        0.00E+00
3006.31         0.00E+00        0.00E+00
3006.80         0.00E+00        0.00E+00
3007.30         0.00E+00        0.00E+00
3007.79         0.00E+00        0.00E+00
3008.29         0.00E+00        0.00E+00
3008.79         0.00E+00        0.00E+00
3009.28         0.00E+00        0.00E+00
3009.78         0.00E+00        0.00E+00
3010.27         0.00E+00        0.00E+00
3010.77         0.00E+00        0.00E+00
3011.26         0.00E+00        0.00E+00
3011.76         0.00E+00        0.00E+00
3012.26         0.00E+00        0.00E+00
3012.75         0.00E+00        0.00E+00
3013.25         0.00E+00        0.00E+00
3013.74         0.00E+00        0.00E+00
3014.24         0.00E+00        0.00E+00
3014.73         0.00E+00        0.00E+00
3015.23         0.00E+00        0.00E+00
3015.72         0.00E+00        0.00E+00
3016.22         0.00E+00        0.00E+00
3016.72         0.00E+00        0.00E+00
3017.21         0.00E+00        0.00E+00
3017.71         0.00E+00        0.00E+00
3018.20         0.00E+00        0.00E+00
3018.70         0.00E+00        0.00E+00
3019.19         0.00E+00        0.00E+00
3019.69         0.00E+00        0.00E+00
3020.18         0.00E+00        0.00E+00
3020.68         0.00E+00        0.00E+00
3021.18         0.00E+00        0.00E+00
3021.67         0.00E+00        0.00E+00
3022.17         0.00E+00        0.00E+00
3022.66         0.00E+00        0.00E+00
3023.16         0.00E+00        0.00E+00
3023.65         0.00E+00        0.00E+00
3024.15         0.00E+00        0.00E+00
3024.65         0.00E+00        0.00E+00
3025.14         0.00E+00        0.00E+00
3025.64         0.00E+00        0.00E+00
3026.13         0.00E+00        0.00E+00
3026.63         0.00E+00        0.00E+00
3027.12         0.00E+00        0.00E+00
3027.62         0.00E+00        0.00E+00
3028.11         0.00E+00        0.00E+00
3028.61         0.00E+00        0.00E+00
3029.11         0.00E+00        0.00E+00
3029.60         0.00E+00        0.00E+00
3030.10         0.00E+00        0.00E+00
3030.59         0.00E+00        0.00E+00
3031.09         0.00E+00        0.00E+00
3031.58         0.00E+00        0.00E+00
3032.08         0.00E+00        0.00E+00
3032.57         0.00E+00        0.00E+00
3033.07         0.00E+00        0.00E+00
3033.57         0.00E+00        0.00E+00
3034.06         0.00E+00        0.00E+00
3034.56         0.00E+00        0.00E+00
3035.05         0.00E+00        0.00E+00
3035.55         0.00E+00        0.00E+00
3036.04         0.00E+00        0.00E+00
3036.54         0.00E+00        0.00E+00
3037.04         0.00E+00        0.00E+00
3037.53         0.00E+00        0.00E+00
3038.03         0.00E+00        0.00E+00
3038.52         0.00E+00        0.00E+00
3039.02         0.00E+00        0.00E+00
3039.51         0.00E+00        0.00E+00
3040.01         0.00E+00        0.00E+00
3040.50         0.00E+00        0.00E+00
3041.00         0.00E+00        0.00E+00
3041.50         0.00E+00        0.00E+00
3041.99         0.00E+00        0.00E+00
3042.49         0.00E+00        0.00E+00
3042.98         0.00E+00        0.00E+00
3043.48         0.00E+00        0.00E+00
3043.97         0.00E+00        0.00E+00
3044.47         0.00E+00        0.00E+00
3044.97         0.00E+00        0.00E+00
3045.46         0.00E+00        0.00E+00
3045.96         0.00E+00        0.00E+00
3046.45         0.00E+00        0.00E+00
3046.95         0.00E+00        0.00E+00
3047.44         0.00E+00        0.00E+00
3047.94         0.00E+00        0.00E+00
3048.43         0.00E+00        0.00E+00
3048.93         0.00E+00        0.00E+00
3049.43         0.00E+00        0.00E+00
3049.92         0.00E+00        0.00E+00
3050.42         0.00E+00        0.00E+00
3050.91         0.00E+00        0.00E+00
3051.41         0.00E+00        0.00E+00
3051.90         0.00E+00        0.00E+00
3052.40         0.00E+00        0.00E+00
3052.89         0.00E+00        0.00E+00
3053.39         0.00E+00        0.00E+00
3053.89         0.00E+00        0.00E+00
3054.38         0.00E+00        0.00E+00
3054.88         0.00E+00        0.00E+00
3055.37         0.00E+00        0.00E+00
3055.87         0.00E+00        0.00E+00
3056.36         0.00E+00        0.00E+00
3056.86         0.00E+00        0.00E+00
3057.36         0.00E+00        0.00E+00
3057.85         0.00E+00        0.00E+00
3058.35         0.00E+00        0.00E+00
3058.84         0.00E+00        0.00E+00
3059.34         0.00E+00        0.00E+00
3059.83         0.00E+00        0.00E+00
3060.33         0.00E+00        0.00E+00
3060.82         0.00E+00        0.00E+00
3061.32         0.00E+00        0.00E+00
3061.82         0.00E+00        0.00E+00
3062.31         0.00E+00        0.00E+00
3062.81         0.00E+00        0.00E+00
3063.30         0.00E+00        0.00E+00
3063.80         0.00E+00        0.00E+00
3064.29         0.00E+00        0.00E+00
3064.79         0.00E+00        0.00E+00
3065.28         0.00E+00        0.00E+00
3065.78         0.00E+00        0.00E+00
3066.28         0.00E+00        0.00E+00
3066.77         0.00E+00        0.00E+00
3067.27         0.00E+00        0.00E+00
3067.76         0.00E+00        0.00E+00
3068.26         0.00E+00        0.00E+00
3068.75         0.00E+00        0.00E+00
3069.25         0.00E+00        0.00E+00
3069.75         0.00E+00        0.00E+00
3070.24         0.00E+00        0.00E+00
3070.74         0.00E+00        0.00E+00
3071.23         0.00E+00        0.00E+00
3071.73         0.00E+00        0.00E+00
3072.22         0.00E+00        0.00E+00
3072.72         0.00E+00        0.00E+00
3073.21         0.00E+00        0.00E+00
3073.71         0.00E+00        0.00E+00
3074.21         0.00E+00        0.00E+00
3074.70         0.00E+00        0.00E+00
3075.20         0.00E+00        0.00E+00
3075.69         0.00E+00        0.00E+00
3076.19         0.00E+00        0.00E+00
3076.68         0.00E+00        0.00E+00
3077.18         0.00E+00        0.00E+00
3077.68         0.00E+00        0.00E+00
3078.17         0.00E+00        0.00E+00
3078.67         0.00E+00        0.00E+00
3079.16         0.00E+00        0.00E+00
3079.66         0.00E+00        0.00E+00
3080.15         0.00E+00        0.00E+00
3080.65         0.00E+00        0.00E+00
3081.14         0.00E+00        0.00E+00
3081.64         0.00E+00        0.00E+00
3082.14         0.00E+00        0.00E+00
3082.63         0.00E+00        0.00E+00
3083.13         0.00E+00        0.00E+00
3083.62         0.00E+00        0.00E+00
3084.12         0.00E+00        0.00E+00
3084.61         0.00E+00        0.00E+00
3085.11         0.00E+00        0.00E+00
3085.60         0.00E+00        0.00E+00
3086.10         0.00E+00        0.00E+00
3086.60         0.00E+00        0.00E+00
3087.09         0.00E+00        0.00E+00
3087.59         0.00E+00        0.00E+00
3088.08         0.00E+00        0.00E+00
3088.58         0.00E+00        0.00E+00
3089.07         0.00E+00        0.00E+00
3089.57         0.00E+00        0.00E+00
3090.07         0.00E+00        0.00E+00
3090.56         0.00E+00        0.00E+00
3091.06         0.00E+00        0.00E+00
3091.55         0.00E+00        0.00E+00
3092.05         0.00E+00        0.00E+00
3092.54         0.00E+00        0.00E+00
3093.04         0.00E+00        0.00E+00
3093.53         0.00E+00        0.00E+00
3094.03         0.00E+00        0.00E+00
3094.53         0.00E+00        0.00E+00
3095.02         0.00E+00        0.00E+00
3095.52         0.00E+00        0.00E+00
3096.01         0.00E+00        0.00E+00
3096.51         0.00E+00        0.00E+00
3097.00         0.00E+00        0.00E+00
3097.50         0.00E+00        0.00E+00
3098.00         0.00E+00        0.00E+00
3098.49         0.00E+00        0.00E+00
3098.99         0.00E+00        0.00E+00
3099.48         0.00E+00        0.00E+00
3099.98         0.00E+00        0.00E+00
3100.47         0.00E+00        0.00E+00
3100.97         0.00E+00        0.00E+00
3101.46         0.00E+00        0.00E+00
3101.96         0.00E+00        0.00E+00
3102.46         0.00E+00        0.00E+00
3102.95         0.00E+00        0.00E+00
3103.45         0.00E+00        0.00E+00
3103.94         0.00E+00        0.00E+00
3104.44         0.00E+00        0.00E+00
3104.93         0.00E+00        0.00E+00
3105.43         0.00E+00        0.00E+00
3105.92         0.00E+00        0.00E+00
3106.42         0.00E+00        0.00E+00
3106.92         0.00E+00        0.00E+00
3107.41         0.00E+00        0.00E+00
3107.91         0.00E+00        0.00E+00
3108.40         0.00E+00        0.00E+00
3108.90         0.00E+00        0.00E+00
3109.39         0.00E+00        0.00E+00
3109.89         0.00E+00        0.00E+00
3110.39         0.00E+00        0.00E+00
3110.88         0.00E+00        0.00E+00
3111.38         0.00E+00        0.00E+00
3111.87         0.00E+00        0.00E+00
3112.37         0.00E+00        0.00E+00
3112.86         0.00E+00        0.00E+00
3113.36         0.00E+00        0.00E+00
3113.85         0.00E+00        0.00E+00
3114.35         0.00E+00        0.00E+00
3114.85         0.00E+00        0.00E+00
3115.34         0.00E+00        0.00E+00
3115.84         0.00E+00        0.00E+00
3116.33         0.00E+00        0.00E+00
3116.83         0.00E+00        0.00E+00
3117.32         0.00E+00        0.00E+00
3117.82         0.00E+00        0.00E+00
3118.31         0.00E+00        0.00E+00
3118.81         0.00E+00        0.00E+00
3119.31         0.00E+00        0.00E+00
3119.80         0.00E+00        0.00E+00
3120.30         0.00E+00        0.00E+00
3120.79         0.00E+00        0.00E+00
3121.29         0.00E+00        0.00E+00
3121.78         0.00E+00        0.00E+00
3122.28         0.00E+00        0.00E+00
3122.78         0.00E+00        0.00E+00
3123.27         0.00E+00        0.00E+00
3123.77         0.00E+00        0.00E+00
3124.26         0.00E+00        0.00E+00
3124.76         0.00E+00        0.00E+00
3125.25         0.00E+00        0.00E+00
3125.75         0.00E+00        0.00E+00
3126.24         0.00E+00        0.00E+00
3126.74         0.00E+00        0.00E+00
3127.24         0.00E+00        0.00E+00
3127.73         0.00E+00        0.00E+00
3128.23         0.00E+00        0.00E+00
3128.72         0.00E+00        0.00E+00
3129.22         0.00E+00        0.00E+00
3129.71         0.00E+00        0.00E+00
3130.21         0.00E+00        0.00E+00
3130.71         0.00E+00        0.00E+00
3131.20         0.00E+00        0.00E+00
3131.70         0.00E+00        0.00E+00
3132.19         0.00E+00        0.00E+00
3132.69         0.00E+00        0.00E+00
3133.18         0.00E+00        0.00E+00
3133.68         0.00E+00        0.00E+00
3134.17         0.00E+00        0.00E+00
3134.67         0.00E+00        0.00E+00
3135.17         0.00E+00        0.00E+00
3135.66         0.00E+00        0.00E+00
3136.16         0.00E+00        0.00E+00
3136.65         0.00E+00        0.00E+00
3137.15         0.00E+00        0.00E+00
3137.64         0.00E+00        0.00E+00
3138.14         0.00E+00        0.00E+00
3138.63         0.00E+00        0.00E+00
3139.13         0.00E+00        0.00E+00
3139.63         0.00E+00        0.00E+00
3140.12         0.00E+00        0.00E+00
3140.62         0.00E+00        0.00E+00
3141.11         0.00E+00        0.00E+00
3141.61         0.00E+00        0.00E+00
3142.10         0.00E+00        0.00E+00
3142.60         0.00E+00        0.00E+00
3143.10         0.00E+00        0.00E+00
3143.59         0.00E+00        0.00E+00
3144.09         0.00E+00        0.00E+00
3144.58         0.00E+00        0.00E+00
3145.08         0.00E+00        0.00E+00
3145.57         0.00E+00        0.00E+00
3146.07         0.00E+00        0.00E+00
3146.56         0.00E+00        0.00E+00
3147.06         0.00E+00        0.00E+00
3147.56         0.00E+00        0.00E+00
3148.05         0.00E+00        0.00E+00
3148.55         0.00E+00        0.00E+00
3149.04         0.00E+00        0.00E+00
3149.54         0.00E+00        0.00E+00
3150.03         0.00E+00        0.00E+00
3150.53         0.00E+00        0.00E+00
3151.03         0.00E+00        0.00E+00
3151.52         0.00E+00        0.00E+00
3152.02         0.00E+00        0.00E+00
3152.51         0.00E+00        0.00E+00
3153.01         0.00E+00        0.00E+00
3153.50         0.00E+00        0.00E+00
3154.00         0.00E+00        0.00E+00
3154.49         0.00E+00        0.00E+00
3154.99         0.00E+00        0.00E+00
3155.49         0.00E+00        0.00E+00
3155.98         0.00E+00        0.00E+00
3156.48         0.00E+00        0.00E+00
3156.97         0.00E+00        0.00E+00
3157.47         0.00E+00        0.00E+00
3157.96         0.00E+00        0.00E+00
3158.46         0.00E+00        0.00E+00
3158.95         0.00E+00        0.00E+00
3159.45         0.00E+00        0.00E+00
3159.95         0.00E+00        0.00E+00
3160.44         0.00E+00        0.00E+00
3160.94         0.00E+00        0.00E+00
3161.43         0.00E+00        0.00E+00
3161.93         0.00E+00        0.00E+00
3162.42         0.00E+00        0.00E+00
3162.92         0.00E+00        0.00E+00
3163.42         0.00E+00        0.00E+00
3163.91         0.00E+00        0.00E+00
3164.41         0.00E+00        0.00E+00
3164.90         0.00E+00        0.00E+00
3165.40         0.00E+00        0.00E+00
3165.89         0.00E+00        0.00E+00
3166.39         0.00E+00        0.00E+00
3166.88         0.00E+00        0.00E+00
3167.38         0.00E+00        0.00E+00
3167.88         0.00E+00        0.00E+00
3168.37         0.00E+00        0.00E+00
3168.87         0.00E+00        0.00E+00
3169.36         0.00E+00        0.00E+00
3169.86         0.00E+00        0.00E+00
3170.35         0.00E+00        0.00E+00
3170.85         0.00E+00        0.00E+00
3171.34         0.00E+00        0.00E+00
3171.84         0.00E+00        0.00E+00
3172.34         0.00E+00        0.00E+00
3172.83         0.00E+00        0.00E+00
3173.33         0.00E+00        0.00E+00
3173.82         0.00E+00        0.00E+00
3174.32         0.00E+00        0.00E+00
3174.81         0.00E+00        0.00E+00
3175.31         0.00E+00        0.00E+00
3175.81         0.00E+00        0.00E+00
3176.30         0.00E+00        0.00E+00
3176.80         0.00E+00        0.00E+00
3177.29         0.00E+00        0.00E+00
3177.79         0.00E+00        0.00E+00
3178.28         0.00E+00        0.00E+00
3178.78         0.00E+00        0.00E+00
3179.27         0.00E+00        0.00E+00
3179.77         0.00E+00        0.00E+00
3180.27         0.00E+00        0.00E+00
3180.76         0.00E+00        0.00E+00
3181.26         0.00E+00        0.00E+00
3181.75         0.00E+00        0.00E+00
3182.25         0.00E+00        0.00E+00
3182.74         0.00E+00        0.00E+00
3183.24         0.00E+00        0.00E+00
3183.74         0.00E+00        0.00E+00
3184.23         0.00E+00        0.00E+00
3184.73         0.00E+00        0.00E+00
3185.22         0.00E+00        0.00E+00
3185.72         0.00E+00        0.00E+00
3186.21         0.00E+00        0.00E+00
3186.71         0.00E+00        0.00E+00
3187.20         0.00E+00        0.00E+00
3187.70         0.00E+00        0.00E+00
3188.20         0.00E+00        0.00E+00
3188.69         0.00E+00        0.00E+00
3189.19         0.00E+00        0.00E+00
3189.68         0.00E+00        0.00E+00
3190.18         0.00E+00        0.00E+00
3190.67         0.00E+00        0.00E+00
3191.17         0.00E+00        0.00E+00
3191.66         0.00E+00        0.00E+00
3192.16         0.00E+00        0.00E+00
3192.66         0.00E+00        0.00E+00
3193.15         0.00E+00        0.00E+00
3193.65         0.00E+00        0.00E+00
3194.14         0.00E+00        0.00E+00
3194.64         0.00E+00        0.00E+00
3195.13         0.00E+00        0.00E+00
3195.63         0.00E+00        0.00E+00
3196.13         0.00E+00        0.00E+00
3196.62         0.00E+00        0.00E+00
3197.12         0.00E+00        0.00E+00
3197.61         0.00E+00        0.00E+00
3198.11         0.00E+00        0.00E+00
3198.60         0.00E+00        0.00E+00
3199.10         0.00E+00        0.00E+00
3199.59         0.00E+00        0.00E+00
3200.09         0.00E+00        0.00E+00
3200.59         0.00E+00        0.00E+00
3201.08         0.00E+00        0.00E+00
3201.58         0.00E+00        0.00E+00
3202.07         0.00E+00        0.00E+00
3202.57         0.00E+00        0.00E+00
3203.06         0.00E+00        0.00E+00
3203.56         0.00E+00        0.00E+00
3204.05         0.00E+00        0.00E+00
3204.55         0.00E+00        0.00E+00
3205.05         0.00E+00        0.00E+00
3205.54         0.00E+00        0.00E+00
3206.04         0.00E+00        0.00E+00
3206.53         0.00E+00        0.00E+00
3207.03         0.00E+00        0.00E+00
3207.52         0.00E+00        0.00E+00
3208.02         0.00E+00        0.00E+00
3208.52         0.00E+00        0.00E+00
3209.01         0.00E+00        0.00E+00
3209.51         0.00E+00        0.00E+00
3210.00         0.00E+00        0.00E+00
3210.50         0.00E+00        0.00E+00
3210.99         0.00E+00        0.00E+00
3211.49         0.00E+00        0.00E+00
3211.98         0.00E+00        0.00E+00
3212.48         0.00E+00        0.00E+00
3212.98         0.00E+00        0.00E+00
3213.47         0.00E+00        0.00E+00
3213.97         0.00E+00        0.00E+00
3214.46         0.00E+00        0.00E+00
3214.96         0.00E+00        0.00E+00
3215.45         0.00E+00        0.00E+00
3215.95         0.00E+00        0.00E+00
3216.45         0.00E+00        0.00E+00
3216.94         0.00E+00        0.00E+00
3217.44         0.00E+00        0.00E+00
3217.93         0.00E+00        0.00E+00
3218.43         0.00E+00        0.00E+00
3218.92         0.00E+00        0.00E+00
3219.42         0.00E+00        0.00E+00
3219.91         0.00E+00        0.00E+00
3220.41         0.00E+00        0.00E+00
3220.91         0.00E+00        0.00E+00
3221.40         0.00E+00        0.00E+00
3221.90         0.00E+00        0.00E+00
3222.39         0.00E+00        0.00E+00
3222.89         0.00E+00        0.00E+00
3223.38         0.00E+00        0.00E+00
3223.88         0.00E+00        0.00E+00
3224.37         0.00E+00        0.00E+00
3224.87         0.00E+00        0.00E+00
3225.37         0.00E+00        0.00E+00
3225.86         0.00E+00        0.00E+00
3226.36         0.00E+00        0.00E+00
3226.85         0.00E+00        0.00E+00
3227.35         0.00E+00        0.00E+00
3227.84         0.00E+00        0.00E+00
3228.34         0.00E+00        0.00E+00
3228.84         0.00E+00        0.00E+00
3229.33         0.00E+00        0.00E+00
3229.83         0.00E+00        0.00E+00
3230.32         0.00E+00        0.00E+00
3230.82         0.00E+00        0.00E+00
3231.31         0.00E+00        0.00E+00
3231.81         0.00E+00        0.00E+00
3232.30         0.00E+00        0.00E+00
3232.80         0.00E+00        0.00E+00
3233.30         0.00E+00        0.00E+00
3233.79         0.00E+00        0.00E+00
3234.29         0.00E+00        0.00E+00
3234.78         0.00E+00        0.00E+00
3235.28         0.00E+00        0.00E+00
3235.77         0.00E+00        0.00E+00
3236.27         0.00E+00        0.00E+00
3236.77         0.00E+00        0.00E+00
3237.26         0.00E+00        0.00E+00
3237.76         0.00E+00        0.00E+00
3238.25         0.00E+00        0.00E+00
3238.75         0.00E+00        0.00E+00
3239.24         0.00E+00        0.00E+00
3239.74         0.00E+00        0.00E+00
3240.23         0.00E+00        0.00E+00
3240.73         0.00E+00        0.00E+00
3241.23         0.00E+00        0.00E+00
3241.72         0.00E+00        0.00E+00
3242.22         0.00E+00        0.00E+00
3242.71         0.00E+00        0.00E+00
3243.21         0.00E+00        0.00E+00
3243.70         0.00E+00        0.00E+00
3244.20         0.00E+00        0.00E+00
3244.69         0.00E+00        0.00E+00
3245.19         0.00E+00        0.00E+00
3245.69         0.00E+00        0.00E+00
3246.18         0.00E+00        0.00E+00
3246.68         0.00E+00        0.00E+00
3247.17         0.00E+00        0.00E+00
3247.67         0.00E+00        0.00E+00
3248.16         0.00E+00        0.00E+00
3248.66         0.00E+00        0.00E+00
3249.16         0.00E+00        0.00E+00
3249.65         0.00E+00        0.00E+00
3250.15         0.00E+00        0.00E+00
3250.64         0.00E+00        0.00E+00
3251.14         0.00E+00        0.00E+00
3251.63         0.00E+00        0.00E+00
3252.13         0.00E+00        0.00E+00
3252.62         0.00E+00        0.00E+00
3253.12         0.00E+00        0.00E+00
3253.62         0.00E+00        0.00E+00
3254.11         0.00E+00        0.00E+00
3254.61         0.00E+00        0.00E+00
3255.10         0.00E+00        0.00E+00
3255.60         0.00E+00        0.00E+00
3256.09         0.00E+00        0.00E+00
3256.59         0.00E+00        0.00E+00
3257.08         0.00E+00        0.00E+00
3257.58         0.00E+00        0.00E+00
3258.08         0.00E+00        0.00E+00
3258.57         0.00E+00        0.00E+00
3259.07         0.00E+00        0.00E+00
3259.56         0.00E+00        0.00E+00
3260.06         0.00E+00        0.00E+00
3260.55         0.00E+00        0.00E+00
3261.05         0.00E+00        0.00E+00
3261.55         0.00E+00        0.00E+00
3262.04         0.00E+00        0.00E+00
3262.54         0.00E+00        0.00E+00
3263.03         0.00E+00        0.00E+00
3263.53         0.00E+00        0.00E+00
3264.02         0.00E+00        0.00E+00
