0 Branching ratio for CS2       Total        1 branches    
Lambda          Total           CS/S
3260.55         4.94E-20        0.00E+00
3261.05         4.86E-20        0.00E+00
3261.55         4.78E-20        0.00E+00
3262.04         4.71E-20        0.00E+00
3262.54         4.63E-20        0.00E+00
3263.03         4.56E-20        0.00E+00
3263.53         4.48E-20        0.00E+00
3264.02         4.40E-20        0.00E+00
3264.52         4.33E-20        0.00E+00
3265.01         4.25E-20        0.00E+00
3265.51         4.17E-20        0.00E+00
3266.01         4.10E-20        0.00E+00
3266.50         4.02E-20        0.00E+00
3267.00         3.94E-20        0.00E+00
3267.49         3.87E-20        0.00E+00
3267.99         3.79E-20        0.00E+00
3268.48         3.71E-20        0.00E+00
3268.98         3.64E-20        0.00E+00
3269.48         3.56E-20        0.00E+00
3269.97         3.49E-20        0.00E+00
3270.47         3.45E-20        0.00E+00
3270.96         3.42E-20        0.00E+00
3271.46         3.39E-20        0.00E+00
3271.95         3.36E-20        0.00E+00
3272.45         3.33E-20        0.00E+00
3272.94         3.29E-20        0.00E+00
3273.44         3.26E-20        0.00E+00
3273.94         3.23E-20        0.00E+00
3274.43         3.20E-20        0.00E+00
3274.93         3.17E-20        0.00E+00
3275.42         3.14E-20        0.00E+00
3275.92         3.11E-20        0.00E+00
3276.41         3.08E-20        0.00E+00
3276.91         3.04E-20        0.00E+00
3277.40         3.01E-20        0.00E+00
3277.90         2.98E-20        0.00E+00
3278.40         2.95E-20        0.00E+00
3278.89         2.92E-20        0.00E+00
3279.39         2.89E-20        0.00E+00
3279.88         2.86E-20        0.00E+00
3280.38         2.85E-20        0.00E+00
3280.87         2.85E-20        0.00E+00
3281.37         2.85E-20        0.00E+00
3281.87         2.85E-20        0.00E+00
3282.36         2.85E-20        0.00E+00
3282.86         2.85E-20        0.00E+00
3283.35         2.85E-20        0.00E+00
3283.85         2.85E-20        0.00E+00
3284.34         2.85E-20        0.00E+00
3284.84         2.85E-20        0.00E+00
3285.33         2.85E-20        0.00E+00
3285.83         2.85E-20        0.00E+00
3286.33         2.85E-20        0.00E+00
3286.82         2.85E-20        0.00E+00
3287.32         2.85E-20        0.00E+00
3287.81         2.85E-20        0.00E+00
3288.31         2.85E-20        0.00E+00
3288.80         2.85E-20        0.00E+00
3289.30         2.85E-20        0.00E+00
3289.79         2.85E-20        0.00E+00
3290.29         2.88E-20        0.00E+00
3290.79         2.92E-20        0.00E+00
3291.28         2.97E-20        0.00E+00
3291.78         3.02E-20        0.00E+00
3292.27         3.06E-20        0.00E+00
3292.77         3.11E-20        0.00E+00
3293.26         3.16E-20        0.00E+00
3293.76         3.21E-20        0.00E+00
3294.26         3.25E-20        0.00E+00
3294.75         3.30E-20        0.00E+00
3295.25         3.35E-20        0.00E+00
3295.74         3.40E-20        0.00E+00
3296.24         3.44E-20        0.00E+00
3296.73         3.49E-20        0.00E+00
3297.23         3.54E-20        0.00E+00
3297.72         3.58E-20        0.00E+00
3298.22         3.63E-20        0.00E+00
3298.72         3.68E-20        0.00E+00
3299.21         3.73E-20        0.00E+00
3299.71         3.77E-20        0.00E+00
3300.20         3.75E-20        0.00E+00
3300.70         3.63E-20        0.00E+00
3301.19         3.50E-20        0.00E+00
3301.69         3.38E-20        0.00E+00
3302.19         3.26E-20        0.00E+00
3302.68         3.13E-20        0.00E+00
3303.18         3.01E-20        0.00E+00
3303.67         2.88E-20        0.00E+00
3304.17         2.76E-20        0.00E+00
3304.66         2.64E-20        0.00E+00
3305.16         2.51E-20        0.00E+00
3305.65         2.39E-20        0.00E+00
3306.15         2.26E-20        0.00E+00
3306.65         2.14E-20        0.00E+00
3307.14         2.02E-20        0.00E+00
3307.64         1.89E-20        0.00E+00
3308.13         1.77E-20        0.00E+00
3308.63         1.64E-20        0.00E+00
3309.12         1.52E-20        0.00E+00
3309.62         1.40E-20        0.00E+00
3310.11         1.32E-20        0.00E+00
3310.61         1.41E-20        0.00E+00
3311.11         1.50E-20        0.00E+00
3311.60         1.58E-20        0.00E+00
3312.10         1.67E-20        0.00E+00
3312.59         1.76E-20        0.00E+00
3313.09         1.84E-20        0.00E+00
3313.58         1.93E-20        0.00E+00
3314.08         2.02E-20        0.00E+00
3314.58         2.10E-20        0.00E+00
3315.07         2.19E-20        0.00E+00
3315.57         2.28E-20        0.00E+00
3316.06         2.37E-20        0.00E+00
3316.56         2.45E-20        0.00E+00
3317.05         2.54E-20        0.00E+00
3317.55         2.63E-20        0.00E+00
3318.04         2.71E-20        0.00E+00
3318.54         2.80E-20        0.00E+00
3319.04         2.89E-20        0.00E+00
3319.53         2.97E-20        0.00E+00
3320.03         3.05E-20        0.00E+00
3320.52         2.98E-20        0.00E+00
3321.02         2.90E-20        0.00E+00
3321.51         2.83E-20        0.00E+00
3322.01         2.75E-20        0.00E+00
3322.51         2.68E-20        0.00E+00
3323.00         2.61E-20        0.00E+00
3323.50         2.53E-20        0.00E+00
3323.99         2.46E-20        0.00E+00
3324.49         2.38E-20        0.00E+00
3324.98         2.31E-20        0.00E+00
3325.48         2.23E-20        0.00E+00
3325.97         2.16E-20        0.00E+00
3326.47         2.08E-20        0.00E+00
3326.97         2.01E-20        0.00E+00
3327.46         1.93E-20        0.00E+00
3327.96         1.86E-20        0.00E+00
3328.45         1.78E-20        0.00E+00
3328.95         1.71E-20        0.00E+00
3329.44         1.64E-20        0.00E+00
3329.94         1.56E-20        0.00E+00
3330.43         1.55E-20        0.00E+00
3330.93         1.55E-20        0.00E+00
3331.43         1.55E-20        0.00E+00
3331.92         1.54E-20        0.00E+00
3332.42         1.54E-20        0.00E+00
3332.91         1.54E-20        0.00E+00
3333.41         1.54E-20        0.00E+00
3333.90         1.53E-20        0.00E+00
3334.40         1.53E-20        0.00E+00
3334.90         1.53E-20        0.00E+00
3335.39         1.53E-20        0.00E+00
3335.89         1.52E-20        0.00E+00
3336.38         1.52E-20        0.00E+00
3336.88         1.52E-20        0.00E+00
3337.37         1.52E-20        0.00E+00
3337.87         1.52E-20        0.00E+00
3338.36         1.51E-20        0.00E+00
3338.86         1.51E-20        0.00E+00
3339.36         1.51E-20        0.00E+00
3339.85         1.51E-20        0.00E+00
3340.35         1.50E-20        0.00E+00
3340.84         1.49E-20        0.00E+00
3341.34         1.49E-20        0.00E+00
3341.83         1.48E-20        0.00E+00
3342.33         1.48E-20        0.00E+00
3342.82         1.47E-20        0.00E+00
3343.32         1.46E-20        0.00E+00
3343.82         1.46E-20        0.00E+00
3344.31         1.45E-20        0.00E+00
3344.81         1.44E-20        0.00E+00
3345.30         1.44E-20        0.00E+00
3345.80         1.43E-20        0.00E+00
3346.29         1.42E-20        0.00E+00
3346.79         1.42E-20        0.00E+00
3347.29         1.41E-20        0.00E+00
3347.78         1.40E-20        0.00E+00
3348.28         1.40E-20        0.00E+00
3348.77         1.39E-20        0.00E+00
3349.27         1.38E-20        0.00E+00
3349.76         1.38E-20        0.00E+00
3350.26         1.36E-20        0.00E+00
3350.75         1.34E-20        0.00E+00
3351.25         1.31E-20        0.00E+00
3351.75         1.29E-20        0.00E+00
3352.24         1.26E-20        0.00E+00
3352.74         1.23E-20        0.00E+00
3353.23         1.21E-20        0.00E+00
3353.73         1.18E-20        0.00E+00
3354.22         1.16E-20        0.00E+00
3354.72         1.13E-20        0.00E+00
3355.22         1.11E-20        0.00E+00
3355.71         1.08E-20        0.00E+00
3356.21         1.06E-20        0.00E+00
3356.70         1.03E-20        0.00E+00
3357.20         1.01E-20        0.00E+00
3357.69         9.80E-21        0.00E+00
3358.19         9.54E-21        0.00E+00
3358.68         9.29E-21        0.00E+00
3359.18         9.03E-21        0.00E+00
3359.68         8.78E-21        0.00E+00
3360.17         8.70E-21        0.00E+00
3360.67         8.95E-21        0.00E+00
3361.16         9.21E-21        0.00E+00
3361.66         9.47E-21        0.00E+00
3362.15         9.72E-21        0.00E+00
3362.65         9.98E-21        0.00E+00
3363.14         1.02E-20        0.00E+00
3363.64         1.05E-20        0.00E+00
3364.14         1.07E-20        0.00E+00
3364.63         1.10E-20        0.00E+00
3365.13         1.13E-20        0.00E+00
3365.62         1.15E-20        0.00E+00
3366.12         1.18E-20        0.00E+00
3366.61         1.20E-20        0.00E+00
3367.11         1.23E-20        0.00E+00
3367.61         1.25E-20        0.00E+00
3368.10         1.28E-20        0.00E+00
3368.60         1.30E-20        0.00E+00
3369.09         1.33E-20        0.00E+00
3369.59         1.36E-20        0.00E+00
3370.08         1.37E-20        0.00E+00
3370.58         1.33E-20        0.00E+00
3371.07         1.29E-20        0.00E+00
3371.57         1.25E-20        0.00E+00
3372.07         1.21E-20        0.00E+00
3372.56         1.18E-20        0.00E+00
3373.06         1.14E-20        0.00E+00
3373.55         1.10E-20        0.00E+00
3374.05         1.06E-20        0.00E+00
3374.54         1.02E-20        0.00E+00
3375.04         9.81E-21        0.00E+00
3375.54         9.42E-21        0.00E+00
3376.03         9.03E-21        0.00E+00
3376.53         8.64E-21        0.00E+00
3377.02         8.25E-21        0.00E+00
3377.52         7.86E-21        0.00E+00
3378.01         7.47E-21        0.00E+00
3378.51         7.08E-21        0.00E+00
3379.00         6.69E-21        0.00E+00
3379.50         6.30E-21        0.00E+00
3380.00         5.91E-21        0.00E+00
3380.49         6.17E-21        0.00E+00
3380.99         6.43E-21        0.00E+00
3381.48         6.70E-21        0.00E+00
3381.98         6.96E-21        0.00E+00
3382.47         7.22E-21        0.00E+00
3382.97         7.48E-21        0.00E+00
3383.46         7.75E-21        0.00E+00
3383.96         8.01E-21        0.00E+00
3384.46         8.27E-21        0.00E+00
3384.95         8.53E-21        0.00E+00
3385.45         8.80E-21        0.00E+00
3385.94         9.06E-21        0.00E+00
3386.44         9.32E-21        0.00E+00
3386.93         9.59E-21        0.00E+00
3387.43         9.85E-21        0.00E+00
3387.93         1.01E-20        0.00E+00
3388.42         1.04E-20        0.00E+00
3388.92         1.06E-20        0.00E+00
3389.41         1.09E-20        0.00E+00
3389.91         1.12E-20        0.00E+00
3390.40         1.10E-20        0.00E+00
3390.90         1.06E-20        0.00E+00
3391.39         1.03E-20        0.00E+00
3391.89         1.00E-20        0.00E+00
3392.39         9.70E-21        0.00E+00
3392.88         9.39E-21        0.00E+00
3393.38         9.08E-21        0.00E+00
3393.87         8.76E-21        0.00E+00
3394.37         8.45E-21        0.00E+00
3394.86         8.14E-21        0.00E+00
3395.36         7.82E-21        0.00E+00
3395.85         7.51E-21        0.00E+00
3396.35         7.20E-21        0.00E+00
3396.85         6.88E-21        0.00E+00
3397.34         6.57E-21        0.00E+00
3397.84         6.26E-21        0.00E+00
3398.33         5.94E-21        0.00E+00
3398.83         5.63E-21        0.00E+00
3399.32         5.32E-21        0.00E+00
3399.82         5.00E-21        0.00E+00
3400.32         4.86E-21        0.00E+00
3400.81         4.81E-21        0.00E+00
3401.31         4.76E-21        0.00E+00
3401.80         4.70E-21        0.00E+00
3402.30         4.65E-21        0.00E+00
3402.79         4.60E-21        0.00E+00
3403.29         4.55E-21        0.00E+00
3403.78         4.50E-21        0.00E+00
3404.28         4.45E-21        0.00E+00
3404.78         4.40E-21        0.00E+00
3405.27         4.35E-21        0.00E+00
3405.77         4.30E-21        0.00E+00
3406.26         4.24E-21        0.00E+00
3406.76         4.19E-21        0.00E+00
3407.25         4.14E-21        0.00E+00
3407.75         4.09E-21        0.00E+00
3408.25         4.04E-21        0.00E+00
3408.74         3.99E-21        0.00E+00
3409.24         3.94E-21        0.00E+00
3409.73         3.89E-21        0.00E+00
3410.23         3.90E-21        0.00E+00
3410.72         4.00E-21        0.00E+00
3411.22         4.09E-21        0.00E+00
3411.71         4.18E-21        0.00E+00
3412.21         4.27E-21        0.00E+00
3412.71         4.37E-21        0.00E+00
3413.20         4.46E-21        0.00E+00
3413.70         4.55E-21        0.00E+00
3414.19         4.64E-21        0.00E+00
3414.69         4.74E-21        0.00E+00
3415.18         4.83E-21        0.00E+00
3415.68         4.92E-21        0.00E+00
3416.17         5.01E-21        0.00E+00
3416.67         5.11E-21        0.00E+00
3417.17         5.20E-21        0.00E+00
3417.66         5.29E-21        0.00E+00
3418.16         5.39E-21        0.00E+00
3418.65         5.48E-21        0.00E+00
3419.15         5.57E-21        0.00E+00
3419.64         5.66E-21        0.00E+00
3420.14         5.70E-21        0.00E+00
3420.64         5.61E-21        0.00E+00
3421.13         5.52E-21        0.00E+00
3421.63         5.43E-21        0.00E+00
3422.12         5.34E-21        0.00E+00
3422.62         5.24E-21        0.00E+00
3423.11         5.15E-21        0.00E+00
3423.61         5.06E-21        0.00E+00
3424.10         4.97E-21        0.00E+00
3424.60         4.87E-21        0.00E+00
3425.10         4.78E-21        0.00E+00
3425.59         4.69E-21        0.00E+00
3426.09         4.60E-21        0.00E+00
3426.58         4.51E-21        0.00E+00
3427.08         4.41E-21        0.00E+00
3427.57         4.32E-21        0.00E+00
3428.07         4.23E-21        0.00E+00
3428.56         4.14E-21        0.00E+00
3429.06         4.04E-21        0.00E+00
3429.56         3.95E-21        0.00E+00
3430.05         3.88E-21        0.00E+00
3430.55         3.96E-21        0.00E+00
3431.04         4.05E-21        0.00E+00
3431.54         4.13E-21        0.00E+00
3432.03         4.21E-21        0.00E+00
3432.53         4.30E-21        0.00E+00
3433.03         4.38E-21        0.00E+00
3433.52         4.47E-21        0.00E+00
3434.02         4.55E-21        0.00E+00
3434.51         4.63E-21        0.00E+00
3435.01         4.72E-21        0.00E+00
3435.50         4.80E-21        0.00E+00
3436.00         4.88E-21        0.00E+00
3436.49         4.97E-21        0.00E+00
3436.99         5.05E-21        0.00E+00
3437.49         5.14E-21        0.00E+00
3437.98         5.22E-21        0.00E+00
3438.48         5.30E-21        0.00E+00
3438.97         5.39E-21        0.00E+00
3439.47         5.47E-21        0.00E+00
3439.96         5.55E-21        0.00E+00
