 altitude/km, CS2+OH->SH+COS, CS2+O->CS+SO, CS2+O->COS+S, CS2+O->CO+S2, CS2+OH->SCSOH, SCSOH+O2->COS+HSO2, CS2E+O2->CS2, CS2E+N2->CS2, CS2E+O2->CS+SO2, S2+O->S+SO, CS+SO->CS2+O, COS+S->CS2+O, CO+S2->CS2+O, COS+HSO2->SCSOH+O2, S+SO->S2+O, COS->CO+S, CS2->CS+S, CS2->CS2E, SO2->SO+O, SO3->SO2+O, H2S->SH+H, SO->S+O
           1   1.5607417934365841E-015   3.2921571626613220E-012   2.8931078096114645E-013   1.1971480591495714E-013   2.1405014317336359E-012   2.8000000000000000E-011   2.5000000000000001E-011   2.5000000000000001E-011   1.2499999999999999E-012   1.6600000000000000E-011   2.9689020906112876E-029   5.2701925843622440E-056   1.7898537610489195E-079   8.0627296284215707E-076   2.5328544252178171E-029   1.3521808150318468E-057   4.1467094856789130E-058   6.4063418236543271E-005   1.6220328945590534E-057   1.0071829246832751E-007   6.2368771282655127E-057   6.0936318285969105E-057
           2   1.4005205685074953E-015   3.1045575145224376E-012   2.7282475127621423E-013   1.1289300052808862E-013   2.7426530632217559E-012   2.8000000000000000E-011   2.5000000000000001E-011   2.5000000000000001E-011   1.2499999999999999E-012   1.6600000000000000E-011   1.1442093692176157E-029   4.0676398612222494E-057   3.8726999347220835E-081   1.9727843803027762E-077   8.9305115392858559E-030   9.3959050894172751E-053   5.6606279788439588E-053   6.4263385053955576E-005   2.4766259198281823E-052   1.0111921597224649E-007   4.7896687409773356E-052   4.0417331829100333E-052
           3   1.2706312484929756E-015   2.9451233010124636E-012   2.5881386584654985E-013   1.0709539276408958E-013   3.3503999646035440E-012   2.8000000000000000E-011   2.5000000000000001E-011   2.5000000000000001E-011   1.2499999999999999E-012   1.6600000000000000E-011   4.8596686603498378E-030   4.0716141013073688E-058   1.2365736700775310E-082   7.0365010687722592E-079   3.5000945132534211E-030   3.1717024575281514E-048   1.7729599081093580E-047   6.4446855022853326E-005   2.3559663537232692E-047   1.0148822126688989E-007   2.2700682132984082E-047   2.1370843524176917E-047
           4   1.1278663861178520E-015   2.7609961290368460E-012   2.4263299315778342E-013   1.0039985923770348E-013   4.1694715323443134E-012   2.8000000000000000E-011   2.5000000000000001E-011   2.5000000000000001E-011   1.2499999999999999E-012   1.6600000000000000E-011   1.7038114460445773E-030   2.4311541292077123E-059   1.8226666671809378E-084   1.1879991833019048E-080   1.1116113765395507E-030   1.1643845186209434E-043   5.1016338749619288E-042   6.4618605241369931E-005   2.6314437416065953E-042   1.0183466043313888E-007   1.7251459621366094E-042   2.0789304254939634E-042
           5   1.0130649764364954E-015   2.6050322664101259E-012   2.2892707795725348E-013   9.4728446051277290E-014   4.9691373406662851E-012   2.8000000000000000E-011   2.5000000000000001E-011   2.5000000000000001E-011   1.2499999999999999E-012   1.6600000000000000E-011   6.6320348351187696E-031   1.9209187778548798E-060   4.0856907444297564E-086   3.0101330291809124E-082   3.9565906737038785E-031   3.8696364906630964E-039   4.2027483845055046E-037   6.4788981804114913E-005   1.4028281545477313E-037   1.0217929218830782E-007   8.5663136270683826E-038   1.1335912003193427E-037
           6   8.8798827257103946E-016   2.4255681713213960E-012   2.1315599081309239E-013   8.8202478957141674E-014   6.0250265796473833E-012   2.8000000000000000E-011   2.5000000000000001E-011   2.5000000000000001E-011   1.2499999999999999E-012   1.6600000000000000E-011   2.0837754798306196E-031   8.5200326012611715E-062   3.8603038470481352E-088   3.3066214643299937E-084   1.1132947647509805E-031   4.9133704166723280E-035   9.1815014714433894E-033   6.4960383822357958E-005   2.2854525612214132E-033   1.0252696955786730E-007   1.3725000727820743E-033   1.9156965887043594E-033
           7   7.8836725413736564E-016   2.2741592919942872E-012   1.9985036202374037E-013   8.2696701527064979E-014   7.0503645731335539E-012   2.8000000000000000E-011   2.5000000000000001E-011   2.5000000000000001E-011   1.2499999999999999E-012   1.6600000000000000E-011   7.3287654243939224E-032   5.1134148084908534E-063   5.7348326797844670E-090   5.6297783266128115E-086   3.5427148153693825E-032   2.0352565477788455E-031   5.7645428180178632E-029   6.5147494465742851E-005   1.1417442498822930E-029   1.0290762771375527E-007   6.8597714286611679E-030   9.9190272977495645E-030
           8   6.8095068098283729E-016   2.1006992664596135E-012   1.8460690523432966E-013   7.6389064234895017E-014   8.4183521713304018E-012   2.8000000000000000E-011   2.5000000000000001E-011   2.5000000000000001E-011   1.2499999999999999E-012   1.6600000000000000E-011   2.0260518191425798E-032   1.6030800792227438E-064   3.2242474674722820E-092   3.7447596557463248E-088   8.6545881772032921E-033   2.8452984526215875E-028   1.1339189638598956E-025   6.5377108946755772E-005   1.8628600038765623E-026   1.0337635696682210E-007   1.1317700555066071E-026   1.6711568946581465E-026
           9   5.9635989794285183E-016   1.9550594554010500E-012   1.7180825517160741E-013   7.1093071105492715E-014   9.7771843483490855E-012   2.8000000000000000E-011   2.5000000000000001E-011   2.5000000000000001E-011   1.2499999999999999E-012   1.6600000000000000E-011   6.3269738400290193E-033   6.9706346442710416E-066   2.9574553613184425E-094   4.0011121209198676E-090   2.4152522868599339E-033   1.3989728293966045E-025   7.4140186673771800E-023   6.5661135885758368E-005   1.0441908086390631E-023   1.0395861946102005E-007   6.4540319466278132E-024   9.6269786369256498E-024
          10   5.3107449932145858E-016   1.8360539431688128E-012   1.6135019500574416E-013   6.6765597933411367E-014   1.1077114482321008E-011   2.8000000000000000E-011   2.5000000000000001E-011   2.5000000000000001E-011   1.2499999999999999E-012   1.6600000000000000E-011   2.2884392984837230E-033   4.4992408940293645E-067   4.8988002882386897E-096   7.5749518920072725E-092   7.9157279823671915E-034   2.7877470472961115E-023   1.8702247533037166E-020   6.6049721929869635E-005   2.3241019806569715E-021   1.0475967024543463E-007   1.4645623416018732E-021   2.1910947085987543E-021
